Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2019",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Rockaway Beach,1,0,0,0,1,0,0,0,0,0
,Rock Hill,6,1,0,0,5,63,11,46,6,0
,Rogersville,4,0,0,0,4,54,9,40,5,0
,Rolla,109,0,16,6,87,814,164,604,46,
,Rutledge,0,0,0,0,0,0,0,0,0,0
,Salem5,6,0,0,0,6,90,10,77,3,0
,Sarcoxie,2,0,0,0,2,50,9,36,5,1
,Savannah,1,0,0,0,1,43,6,28,9,0
,Scott City5,11,0,3,0,8,90,18,68,4,0
,Sedalia,188,1,16,9,162,954,175,714,65,7
,Seligman,1,0,0,0,1,12,4,6,2,0
,Seneca,0,0,0,0,0,51,8,38,5,1
,Smithville,15,0,1,0,14,109,15,87,7,0
,Sparta,1,0,0,0,1,18,5,11,2,0
,Springfield,"2,571",11,356,319,"1,885","13,188","2,068","9,436","1,684",64
,Ste. Genevieve,9,0,0,0,9,45,2,41,2,0
,St. Joseph,431,2,124,54,251,"4,355",584,"3,132",639,11
,St. Louis,"5,792",194,265,"1,475","3,858","18,582","3,044","12,540","2,998",169
,St. Marys,0,0,0,0,0,0,0,0,0,0
,St. Peters,139,0,21,13,105,"1,162",99,969,94,6
,Strasburg,0,0,0,0,0,0,0,0,0,0
,St. Robert,21,0,2,4,15,406,71,319,16,
,Sugar Creek,24,0,6,4,14,110,26,60,24,0
,Sullivan,41,0,10,6,25,323,74,216,33,2
,Summersville,6,0,0,0,6,3,1,2,0,0
,Sunrise Beach,0,0,0,0,0,4,1,3,0,0
,Sunset Hills,11,0,0,4,7,175,13,144,18,0
,Sweet Springs,0,0,0,0,0,2,0,2,0,0
,Tarkio,0,0,0,0,0,4,1,3,0,0
,Terre du Lac,12,1,0,0,11,13,4,9,0,0
,Trenton,14,0,2,0,12,114,28,75,11,0
,Truesdale,0,0,0,0,0,11,1,9,1,0
,Van Buren,6,0,0,0,6,10,2,6,2,0
,Vandalia,1,0,0,0,1,30,0,28,2,0
,Velda City,14,0,0,2,12,41,17,18,6,0
,Verona,6,0,2,1,3,2,0,1,1,0
,Versailles,9,0,1,0,8,55,1,54,0,0
,Vinita Park,159,7,6,33,113,600,153,366,81,2
,Walnut Grove,0,0,0,0,0,15,8,7,0,0
,Warrensburg,60,0,18,6,36,616,60,521,35,8
,Warsaw,16,0,5,0,11,78,9,66,3,1
,Warson Woods,0,0,0,0,0,16,2,14,0,0
,Washburn,0,0,0,0,0,0,0,0,0,0
,Washington5,37,0,5,4,28,481,38,411,32,0
,Waynesville,23,1,8,2,12,92,17,67,8,0
,Wellsville,3,0,0,0,3,12,3,8,1,0
,Wentzville,88,0,11,7,70,450,45,378,27,0
,Weston,0,0,0,0,0,15,4,10,1,0
,West Plains,52,0,10,2,40,709,126,496,87,0
,Wheaton,0,0,0,0,0,0,0,0,0,0
,Willard,7,0,1,0,6,74,14,55,5,0
,Willow Springs5,13,0,4,0,9,71,22,41,8,1
MONTANA,Baker,3,0,0,0,3,7,1,6,0,0
,Belgrade,35,0,10,1,24,175,8,153,14,1
,Billings4,,,75,98,499,"4,499",608,"3,266",625,15
,Boulder,2,0,0,0,2,10,0,9,1,0
,Bozeman4,,,46,10,67,849,57,747,45,4
,Bridger,0,0,0,0,0,6,1,4,1,0
,Colstrip,2,0,0,0,2,5,0,3,2,0
,Columbia Falls,11,0,1,2,8,69,7,61,1,0
,Cut Bank,36,0,4,0,32,114,9,97,8,0
,Deer Lodge,7,0,1,1,5,17,2,14,1,0
,Dillon,8,0,1,0,7,13,3,9,1,0
,East Helena,11,0,2,0,9,55,7,35,13,0
,Ennis,3,0,0,0,3,4,0,4,0,0
,Eureka,1,0,0,0,1,8,0,8,0,0
,Glasgow,14,0,4,0,10,35,3,30,2,1
,Glendive,5,0,0,0,5,14,4,9,1,0
,Great Falls,302,0,39,18,245,"3,405",318,"2,826",261,11
,Hamilton,18,1,6,0,11,148,14,128,6,0
,Havre4,,,3,0,49,360,38,275,47,0
,Helena,190,0,57,8,125,"1,400",125,"1,201",74,6
,Hot Springs,0,0,0,0,0,3,1,2,0,0
,Kalispell,102,1,14,2,85,821,68,698,55,1
,Laurel,28,0,3,1,24,177,7,163,7,5
,Libby,4,0,1,0,3,62,5,56,1,1
,Manhattan,7,0,0,0,7,20,2,18,0,0
,Miles City,22,0,2,0,20,244,11,230,3,0
,Missoula,310,3,75,27,205,"3,082",342,"2,565",175,6
,Polson,26,0,2,0,24,197,13,162,22,1
,Red Lodge,5,0,0,0,5,23,2,20,1,0
,Ronan City,19,0,1,0,18,50,3,42,5,0
,Sidney,30,2,5,0,23,76,18,51,7,1
,Stevensville,9,0,1,0,8,24,3,21,0,0
,Troy,1,0,0,0,1,13,0,13,0,0
,West Yellowstone,8,0,0,0,8,25,5,20,0,0
,Wolf Point,26,0,0,2,24,54,9,44,1,0
NEBRASKA,Ashland,2,0,0,0,2,11,3,8,0,
,Aurora,4,0,1,0,3,28,3,24,1,0
,Beatrice,22,0,12,0,10,194,28,150,16,0
,Bellevue,110,2,37,26,45,961,99,697,165,7
,Blair,10,0,5,2,3,119,11,87,21,2
,Boys Town,8,0,6,0,2,8,0,8,0,
,Broken Bow,7,0,1,0,6,20,2,17,1,0
,Central City,6,0,1,0,5,6,0,5,1,0
,Chadron,10,0,4,1,5,104,7,82,15,0
,Columbus,28,0,12,3,13,359,38,288,33,1
,Cozad,6,0,0,0,6,12,1,10,1,0
,Crete,46,0,16,0,30,127,12,106,9,0
,Emerson,0,0,0,0,0,3,0,3,0,0
,Falls City,8,0,2,0,6,44,2,36,6,0
,Fremont,49,0,24,7,18,589,127,414,48,4
,Gering,9,0,2,2,5,95,7,82,6,0
,Gothenburg,0,0,0,0,0,47,2,41,4,0
,Grand Island,236,1,55,14,166,"1,323",189,"1,034",100,12
,Hastings,45,0,17,2,26,727,119,557,51,4
,Holdrege,14,2,10,0,2,75,7,63,5,0
,Imperial,0,0,0,0,0,4,0,4,0,0
,La Vista,19,0,6,2,11,181,19,128,34,0
,Lexington,20,1,5,0,14,164,18,139,7,0
,Lincoln,"1,115",5,323,166,621,"8,008",988,"6,566",454,
,Madison,2,0,2,0,0,13,4,7,2,0
,McCook,11,0,5,0,6,168,41,109,18,0
,Minden,3,0,2,0,1,45,2,41,2,1
,Nebraska City,18,0,2,0,16,306,68,227,11,5
,Norfolk,32,1,11,1,19,381,32,323,26,2
,North Platte,89,0,23,4,62,800,106,643,51,12
,Ogallala,10,0,2,0,8,111,9,100,2,0
,Omaha,"2,883",23,379,519,"1,962","17,144","1,684","12,307","3,153",
,O'Neill5,8,0,5,0,3,17,3,12,2,
,Ord,5,0,1,0,4,10,1,9,0,0
,Papillion,40,1,10,2,27,433,17,394,22,10
,Plattsmouth,17,0,9,0,8,85,14,64,7,0
,Ralston,12,0,9,2,1,108,12,76,20,0
,Ravenna,0,0,0,0,0,20,3,15,2,1
,Schuyler,3,0,0,0,3,25,5,19,1,0
,Scottsbluff,53,0,13,4,36,433,55,359,19,2
,Seward,2,0,1,0,1,40,3,34,3,0
,Sidney,22,0,2,1,19,151,15,124,12,0
,South Sioux City,30,0,3,3,24,359,29,289,41,1
,Superior,2,0,1,0,1,18,2,16,0,
,Tekamah5,2,0,0,0,2,13,4,9,0,
,Tilden,0,0,0,0,0,0,0,0,0,
,Valentine,9,1,1,0,7,27,1,23,3,0
,Valley,1,0,0,0,1,16,4,11,1,0
,Wahoo,2,0,1,0,1,18,0,16,2,0
,West Point,1,0,0,0,1,17,4,11,2,0
,York,13,0,9,2,2,179,27,145,7,
NEVADA,Boulder City,19,1,2,3,13,114,27,71,16,0
,Carlin,15,0,1,0,14,29,16,8,5,0
,Elko,69,4,18,14,33,530,117,340,73,
,Henderson,543,9,75,191,268,"5,554",907,"4,093",554,19
,Las Vegas Metropolitan Police Department,"8,854",84,"1,439","2,118","5,213","46,197","10,646","28,240","7,311",125
,Lovelock,6,0,1,0,5,39,12,24,3,0
,Mesquite,26,0,20,2,4,224,47,158,19,
,North Las Vegas,"2,158",18,118,457,"1,565","5,086","1,200","2,773","1,113",
,Reno5,"1,419",12,178,308,921,"5,344",822,"3,343","1,179",15
,Sparks5,450,1,76,76,297,"2,426",513,"1,537",376,4
,Winnemucca,8,0,0,1,7,204,56,136,12,0
,Yerington,6,0,5,0,1,5,0,5,0,0
NEW HAMPSHIRE,Alexandria,0,0,0,0,0,15,3,11,1,0
,Allenstown,10,0,4,0,6,26,3,22,1,1
,Alstead,3,0,2,0,1,1,0,1,0,0
,Alton,10,2,5,0,3,34,8,24,2,0
,Amherst,3,0,2,1,0,108,12,95,1,1
,Antrim,3,1,1,0,1,21,4,16,1,0
,Ashland,1,0,0,0,1,40,5,35,0,0
,Atkinson,0,0,0,0,0,29,13,15,1,0
,Auburn,2,0,0,0,2,37,7,27,3,0
,Barnstead,3,0,3,0,0,20,5,13,2,0
,Barrington,6,0,5,0,1,36,11,20,5,0
,Bartlett,2,0,1,1,0,23,6,16,1,0
,Bath,0,0,0,0,0,1,0,0,1,0
,Bedford,12,0,5,3,4,174,11,161,2,1
,Belmont,19,0,3,0,16,128,17,104,7,0
,Bennington,1,0,1,0,0,5,0,4,1,1
,Berlin,22,0,8,4,10,110,13,94,3,4
,Bethlehem,5,0,4,0,1,20,5,13,2,0
,Boscawen,8,0,0,0,8,32,3,25,4,1
,Bow,5,0,0,1,4,30,3,20,7,1
,Bradford,0,0,0,0,0,19,0,16,3,1
,Bristol,6,1,3,1,1,49,7,39,3,0
,Brookline,0,0,0,0,0,21,2,17,2,0
,Campton,5,0,4,0,1,36,2,32,2,0
,Candia,1,0,0,0,1,32,2,30,0,0
,Canterbury,2,0,0,0,2,26,3,21,2,2
,Carroll,0,0,0,0,0,16,1,12,3,0
,Center Harbor,0,0,0,0,0,8,1,6,1,0
,Charlestown,8,0,0,0,8,18,5,13,0,1
,Chester,9,0,3,0,6,28,4,23,1,2
,Chichester,2,0,1,0,1,27,4,23,0,0
,Colebrook,1,0,0,0,1,28,14,13,1,0
,Concord,65,4,10,25,26,805,49,710,46,2
,Conway,22,0,15,1,6,222,21,194,7,0
,Cornish,0,0,0,0,0,7,2,5,0,1
,Dalton,0,0,0,0,0,0,0,0,0,0
,Danville,0,0,0,0,0,11,3,5,3,0
,Deerfield,1,0,1,0,0,17,6,11,0,0
,Deering,2,0,0,0,2,20,2,15,3,0
,Derry,33,1,18,3,11,279,22,247,10,5
,Dover,25,0,8,6,11,347,38,295,14,1
,Dublin,1,0,0,0,1,7,0,7,0,0
,Dunbarton,3,0,2,0,1,21,1,19,1,0
,Durham,6,0,2,2,2,42,10,31,1,1
,East Kingston,1,0,0,0,1,8,0,7,1,0
,Effingham,1,0,1,0,0,1,0,1,0,0
,Enfield,5,0,2,0,3,27,3,24,0,0
,Epping,3,0,2,0,1,74,2,68,4,0
,Epsom,3,0,2,0,1,26,3,23,0,0
,Exeter,28,0,9,0,19,99,11,85,3,0
,Farmington,8,0,5,0,3,103,26,65,12,2
,Fitzwilliam,0,0,0,0,0,12,3,7,2,0
,Franconia,1,0,0,0,1,14,0,13,1,1
,Freedom,0,0,0,0,0,3,0,3,0,0
,Fremont,0,0,0,0,0,37,3,32,2,1
,Gilford,5,0,2,0,3,111,16,90,5,0
,Gilmanton,7,0,4,0,3,23,5,18,0,0
,Goffstown,18,1,9,4,4,114,13,98,3,0
,Gorham,3,0,1,0,2,20,2,18,0,0
,Grantham,0,0,0,0,0,14,4,10,0,0
,Greenland,0,0,0,0,0,16,2,12,2,0
,Hampstead,7,0,3,0,4,48,1,45,2,0
,Hampton,31,1,3,4,23,138,13,114,11,2
,Hampton Falls,2,0,2,0,0,18,2,16,0,0
,Hancock,1,0,0,0,1,2,0,2,0,0
,Hanover,7,0,4,0,3,95,12,81,2,2
,Haverhill,16,0,5,1,10,71,9,57,5,1
,Henniker,12,0,5,0,7,45,5,35,5,0
,Hillsborough,12,1,5,0,6,56,13,39,4,1
,Hinsdale,5,2,1,0,2,94,11,80,3,0
,Holderness,0,0,0,0,0,14,2,11,1,0
,Hollis,5,1,3,0,1,29,7,19,3,1
,Hooksett,12,2,3,4,3,162,13,139,10,1
,Hopkinton,1,0,1,0,0,20,2,16,2,0
,Hudson,19,0,3,2,14,210,27,174,9,1
,Jackson,0,0,0,0,0,6,1,5,0,0
,Keene,42,0,17,12,13,488,31,434,23,0
,Kensington,1,0,1,0,0,3,0,2,1,0
,Kingston,5,0,2,0,3,11,2,7,2,0
,Laconia,37,1,17,4,15,535,32,461,42,1
,Lancaster,5,0,0,0,5,29,7,22,0,2
,Lebanon,16,0,8,2,6,299,21,265,13,1
,Lee,1,0,1,0,0,17,1,14,2,1
,Lincoln,1,0,0,0,1,27,6,21,0,1
,Lisbon,0,0,0,0,0,11,3,6,2,0
,Litchfield,3,0,1,0,2,31,3,23,5,1
,Littleton,16,1,7,4,4,106,16,85,5,2
,Londonderry,20,1,6,2,11,173,16,139,18,0
,Loudon,4,1,1,1,1,43,4,31,8,0
,Lyndeborough,0,0,0,0,0,6,1,4,1,0
,Madbury,0,0,0,0,0,2,0,2,0,0
,Madison,3,1,0,0,2,28,3,25,0,0
,Manchester,678,6,62,133,477,"2,678",299,"2,225",154,14
,Marlborough,1,0,0,0,1,7,1,6,0,0
,Mason,1,0,0,0,1,5,1,4,0,0
,Meredith,16,0,8,0,8,107,23,76,8,0
,Merrimack,4,0,0,2,2,207,21,177,9,0
,Middleton,0,0,0,0,0,17,3,12,2,0
,Milford,11,0,6,1,4,78,5,71,2,0
,Milton,7,0,2,0,5,42,7,27,8,1
,Mont Vernon,2,0,1,0,1,5,0,5,0,0
,Moultonborough,0,0,0,0,0,26,4,22,0,0
,Nashua,129,1,69,20,39,"1,151",81,"1,016",54,10
,New Boston,2,0,1,0,1,15,1,13,1,0
,Newbury,0,0,0,0,0,15,3,11,1,0
,New Castle,0,0,0,0,0,1,0,1,0,0
,New Durham,3,0,0,0,3,24,3,19,2,2
,Newfields,1,0,0,0,1,14,0,14,0,0
,New Hampton,4,0,2,0,2,12,2,7,3,0
,Newington,5,0,0,1,4,113,2,110,1,0
,New Ipswich,3,0,2,0,1,20,4,14,2,0
,Newmarket,8,0,2,0,6,43,5,37,1,1
,Newport,6,1,0,2,3,94,8,72,14,1
,Northfield,7,0,2,1,4,67,15,46,6,0
,North Hampton,3,0,2,0,1,35,6,26,3,2
,Northumberland,4,0,1,0,3,24,2,21,1,0
,Northwood,2,0,0,0,2,31,3,26,2,0
,Nottingham,3,0,0,0,3,7,0,7,0,0
,Orford,1,0,0,0,1,3,0,3,0,0
,Ossipee,5,0,3,1,1,35,4,27,4,2
,Pelham,10,0,4,1,5,94,8,83,3,2
,Pembroke,12,0,9,0,3,59,10,45,4,0
,Peterborough,11,0,4,1,6,48,4,42,2,0
,Pittsburg,0,0,0,0,0,5,0,4,1,0
,Pittsfield,15,0,5,1,9,21,3,16,2,0
,Plainfield,1,0,0,0,1,12,0,12,0,0
,Plaistow,4,0,0,0,4,97,5,87,5,1
,Plymouth,10,0,5,0,5,76,7,65,4,1
,Portsmouth,28,0,10,2,16,359,28,309,22,1
,Raymond,14,0,8,0,6,114,5,101,8,0
,Rindge,12,0,5,0,7,60,8,48,4,14
,Rochester,94,0,21,11,62,976,111,828,37,3
,Rollinsford,3,0,1,1,1,17,5,11,1,1
,Rye,0,0,0,0,0,42,2,35,5,0
,Salem,25,0,5,13,7,448,25,403,20,2
,Sanbornton,4,0,0,0,4,24,2,20,2,1
,Sandown,2,1,0,0,1,20,7,11,2,0
,Sandwich,0,0,0,0,0,13,2,11,0,0
,Seabrook,4,0,1,1,2,137,16,116,5,0
,Somersworth,15,0,8,5,2,353,25,317,11,2
,South Hampton,0,0,0,0,0,5,2,3,0,0
,Springfield,0,0,0,0,0,0,0,0,0,0
,Strafford,0,0,0,0,0,7,2,4,1,0
,Stratham,2,0,0,0,2,44,1,41,2,0
,Sugar Hill,0,0,0,0,0,1,0,0,1,0
,Sunapee,0,0,0,0,0,19,1,16,2,1
,Tamworth,2,0,0,1,1,14,0,12,2,0
,Thornton,1,0,0,1,0,9,3,6,0,0
,Tilton,12,0,3,2,7,200,8,184,8,1
,Troy,2,0,0,0,2,13,1,12,0,0
,Tuftonboro,1,0,0,0,1,12,5,6,1,0
,Wakefield,13,0,7,0,6,34,7,24,3,1
,Warner,1,0,0,0,1,34,4,28,2,0
,Washington,0,0,0,0,0,2,1,1,0,0
,Waterville Valley,1,0,1,0,0,12,0,12,0,0
,Weare,4,0,2,0,2,26,11,12,3,0
,Webster,3,0,1,0,2,24,5,14,5,0
,Whitefield,4,0,0,1,3,7,1,6,0,0
,Wilton,6,0,5,0,1,20,7,13,0,0
,Winchester,8,0,4,1,3,34,6,23,5,2
,Windham,5,0,2,0,3,59,8,51,0,0
,Wolfeboro,4,0,1,0,3,34,4,26,4,0
,Woodstock,0,0,0,0,0,9,4,4,1,1
NEW JERSEY,Aberdeen Township,15,0,3,5,7,164,7,145,12,0
,Absecon,8,0,1,2,5,236,24,207,5,0
,Allendale,0,0,0,0,0,38,8,26,4,0
,Allenhurst,0,0,0,0,0,11,1,9,1,0
,Allentown,0,0,0,0,0,8,2,6,0,0
,Alpha,1,0,0,0,1,37,7,30,0,0
,Alpine,1,0,0,0,1,15,4,2,9,0
,Andover Township,0,0,0,0,0,17,3,13,1,0
,Asbury Park,179,2,10,47,120,525,59,457,9,0
,Atlantic City,323,11,29,182,101,"1,738",130,"1,519",89,2
,Atlantic Highlands,3,0,0,1,2,50,2,48,0,0
,Audubon,5,0,0,2,3,296,21,268,7,0
,Audubon Park,1,0,0,0,1,5,0,5,0,0
,Avalon,5,0,0,0,5,157,12,145,0,0
,Avon-by-the-Sea,1,0,0,0,1,36,5,31,0,0
,Barnegat Light,0,0,0,0,0,6,1,5,0,0
,Barnegat Township,12,0,0,4,8,124,13,108,3,0
,Barrington,3,0,1,1,1,62,8,49,5,0
,Bay Head,0,0,0,0,0,15,3,12,0,0
,Bayonne,145,2,11,52,80,704,120,519,65,4
,Beach Haven,0,0,0,0,0,141,5,136,0,0
,Beachwood,5,0,3,0,2,79,14,65,0,0
,Bedminster Township,2,0,0,0,2,39,6,29,4,0
,Belleville,78,1,9,24,44,508,70,351,87,1
,Bellmawr,13,0,0,2,11,133,28,97,8,1
,Belmar,8,0,0,0,8,86,4,78,4,0
,Belvidere,8,0,1,0,7,32,13,19,0,0
,Bergenfield,15,1,1,0,13,75,11,62,2,0
,Berkeley Heights Township,4,0,3,1,0,58,12,36,10,0
,Berkeley Township,44,0,9,10,25,385,68,310,7,1
,Berlin,10,0,0,2,8,126,21,100,5,1
,Berlin Township,3,0,0,3,0,126,11,111,4,1
,Bernards Township,0,0,0,0,0,83,15,54,14,0
,Bernardsville,2,0,0,0,2,43,3,34,6,0
,Beverly,11,0,0,1,10,35,9,20,6,0
,Blairstown Township,5,0,1,0,4,19,8,10,1,0
,Bloomfield,32,0,0,11,21,567,58,447,62,0
,Bloomingdale,5,0,3,0,2,32,3,29,0,0
,Bogota,2,0,0,2,0,33,5,26,2,0
,Boonton,11,0,1,2,8,82,8,70,4,0
,Boonton Township,2,0,1,0,1,18,4,12,2,0
,Bordentown City,2,0,0,1,1,26,1,24,1,0
,Bordentown Township,11,0,0,0,11,66,3,53,10,2
,Bound Brook,16,1,0,6,9,112,11,98,3,0
,Bradley Beach,6,0,0,0,6,68,7,60,1,0
,Branchburg Township,4,0,2,1,1,83,13,63,7,1
,Brick Township,83,3,18,9,53,805,128,665,12,4
,Bridgeton,223,2,17,114,90,848,261,549,38,1
,Bridgewater Township,7,0,0,3,4,435,32,382,21,1
,Brielle,2,0,1,0,1,15,3,11,1,0
,Brigantine,1,0,0,0,1,165,31,129,5,0
,Brooklawn,16,0,1,5,10,149,13,134,2,0
,Buena,4,0,1,0,3,47,16,28,3,0
,Burlington City,51,2,2,14,33,150,40,94,16,0
,Burlington Township,31,0,7,6,18,261,30,210,21,1
,Butler,1,0,0,0,1,26,3,22,1,0
,Byram Township,10,0,4,1,5,63,9,48,6,0
,Caldwell,7,0,1,0,6,57,15,41,1,0
,Califon,0,0,0,0,0,3,1,1,1,0
,Camden County Police Department,"1,159",25,67,302,765,"2,101",372,"1,194",535,41
,Cape May,4,0,1,0,3,94,3,86,5,0
,Cape May Point,0,0,0,0,0,4,3,1,0,0
,Carlstadt,8,0,0,2,6,73,4,61,8,0
,Carney's Point Township,17,0,10,3,4,104,18,80,6,1
,Carteret,32,0,5,11,16,265,40,201,24,0
,Cedar Grove Township,6,0,0,1,5,56,4,50,2,0
,Chatham,0,0,0,0,0,63,5,52,6,0
,Chatham Township,0,0,0,0,0,24,1,20,3,0
,Cherry Hill Township,59,0,0,30,29,"1,694",148,"1,497",49,1
,Chesilhurst,4,0,0,0,4,43,20,19,4,0
,Chester,0,0,0,0,0,13,1,12,0,0
,Chesterfield Township,3,0,0,0,3,6,0,6,0,0
,Chester Township,0,0,0,0,0,35,11,20,4,0
,Cinnaminson Township,16,0,2,3,11,352,28,310,14,0
,Clark Township,14,0,4,3,7,224,13,207,4,1
,Clayton,13,0,2,1,10,85,16,65,4,1
,Clementon,13,0,0,8,5,132,43,83,6,0
,Cliffside Park,18,0,1,5,12,102,8,94,0,0
,Clifton,95,0,0,50,45,"1,272",115,"1,046",111,0
,Clinton,4,0,1,0,3,12,1,11,0,0
,Clinton Township,2,0,0,0,2,33,12,18,3,0
,Closter,5,0,1,0,4,43,0,39,4,0
,Collingswood,16,1,0,6,9,393,53,322,18,3
,Colts Neck Township,4,0,1,2,1,58,9,40,9,0
,Cranbury Township,3,0,0,0,3,34,6,25,3,0
,Cranford Township,4,0,0,1,3,202,11,175,16,0
,Cresskill,2,0,1,1,0,28,6,18,4,0
,Deal,0,0,0,0,0,28,3,13,12,0
,Delanco Township,2,0,1,0,1,53,3,46,4,0
,Delaware Township,0,0,0,0,0,7,0,6,1,0
,Delran Township,8,0,0,3,5,212,23,182,7,0
,Demarest,2,0,0,0,2,12,4,5,3,0
,Denville Township,6,0,1,0,5,65,4,57,4,0
,Deptford Township,40,0,4,18,18,"1,174",122,"1,024",28,1
,Dover,40,0,2,11,27,157,49,94,14,1
,Dumont,6,0,0,1,5,54,2,52,0,0
,Dunellen,14,0,3,2,9,122,9,105,8,0
,Eastampton Township,3,0,2,1,0,50,12,34,4,0
,East Brunswick Township,27,0,6,9,12,530,35,491,4,1
,East Greenwich Township,0,0,0,0,0,103,16,82,5,0
,East Hanover Township,3,0,0,1,2,126,10,107,9,0
,East Newark,1,0,0,1,0,24,3,18,3,0
,East Orange,275,3,26,102,144,894,151,581,162,11
,East Rutherford,4,0,0,2,2,127,9,106,12,0
,East Windsor Township,16,1,1,4,10,182,17,151,14,1
,Eatontown,34,0,7,9,18,274,18,247,9,0
,Edgewater,4,0,1,2,1,160,13,142,5,0
,Edgewater Park Township,16,1,4,3,8,132,28,88,16,0
,Edison Township,84,1,9,19,55,"1,371",138,"1,143",90,2
,Egg Harbor City,21,0,1,11,9,195,42,144,9,1
,Egg Harbor Township,52,0,0,10,42,672,91,558,23,4
,Elizabeth,926,7,50,384,485,"3,898",365,"2,776",757,1
,Elk Township,0,0,0,0,0,39,8,25,6,1
,Elmer,1,1,0,0,0,5,0,5,0,0
,Elmwood Park,25,0,0,12,13,274,37,215,22,0
,Elsinboro Township,2,0,0,0,2,11,1,10,0,1
,Emerson,1,0,0,0,1,31,2,25,4,0
,Englewood,71,2,10,18,41,343,64,257,22,0
,Englewood Cliffs,1,0,0,0,1,48,27,12,9,0
,Englishtown,3,0,0,0,3,12,2,9,1,0
,Essex Fells,0,0,0,0,0,16,2,10,4,0
,Evesham Township,29,0,5,8,16,510,55,440,15,0
,Ewing Township,60,0,4,20,36,507,76,385,46,1
,"Fairfield Township, Essex County",0,0,0,0,0,177,8,158,11,0
,Fair Haven,1,0,0,0,1,16,4,10,2,0
,Fair Lawn,7,0,0,1,6,236,32,187,17,2
,Fairview,27,1,1,11,14,152,38,104,10,0
,Fanwood,2,0,1,0,1,25,5,17,3,0
,Far Hills,0,0,0,0,0,3,0,3,0,0
,Fieldsboro,0,0,0,0,0,2,0,2,0,0
,Flemington,10,0,1,0,9,58,9,47,2,1
,Florence Township,17,0,7,2,8,81,25,51,5,1
,Florham Park,1,0,0,0,1,111,19,85,7,0
,Fort Lee,25,0,2,6,17,323,57,239,27,1
,Franklin,10,0,1,1,8,48,3,44,1,0
,Franklin Lakes,5,0,0,1,4,59,4,44,11,2
,"Franklin Township, Gloucester County",15,0,1,2,12,169,32,123,14,0
,"Franklin Township, Hunterdon County",0,0,0,0,0,8,1,7,0,0
,"Franklin Township, Somerset County",58,4,10,18,26,625,76,517,32,0
,Freehold Borough,22,0,0,11,11,129,20,105,4,0
,Freehold Township,34,2,1,9,22,487,21,455,11,1
,Frenchtown,0,0,0,0,0,3,0,3,0,0
,Galloway Township,62,0,2,2,58,367,94,252,21,1
,Garfield,51,1,9,16,25,620,58,532,30,2
,Garwood,1,0,0,0,1,35,5,30,0,0
,Gibbsboro,1,0,0,0,1,23,4,17,2,0
,Glassboro,31,0,5,3,23,303,83,205,15,1
,Glen Ridge,4,0,2,0,2,108,21,82,5,0
,Glen Rock,0,0,0,0,0,60,13,43,4,0
,Gloucester City,20,2,1,3,14,281,41,230,10,3
,Gloucester Township,63,1,9,18,35,880,67,789,24,1
,Green Brook Township,1,0,0,0,1,56,8,44,4,0
,"Greenwich Township, Gloucester County",2,0,1,0,1,58,6,50,2,0
,"Greenwich Township, Warren County",1,0,0,1,0,126,11,110,5,0
,Guttenberg,27,0,0,13,14,71,12,53,6,0
,Hackensack,103,1,6,15,81,594,54,506,34,2
,Hackettstown,3,0,0,0,3,28,2,25,1,1
,Haddonfield,5,0,0,2,3,135,13,119,3,0
,Haddon Heights,3,0,0,1,2,54,12,39,3,0
,Haddon Township,33,0,1,19,13,288,26,250,12,0
,Haledon,31,0,0,4,27,141,25,101,15,0
,Hamburg,0,0,0,0,0,17,4,13,0,0
,"Hamilton Township, Atlantic County",49,0,1,21,27,769,91,641,37,2
,"Hamilton Township, Mercer County",122,1,20,47,54,"1,585",264,"1,215",106,5
,Hammonton,25,0,1,4,20,115,25,78,12,1
,Hanover Township,12,0,4,1,7,136,7,120,9,0
,Harding Township,3,0,0,0,3,20,10,9,1,0
,Hardyston Township,1,0,0,1,0,26,4,22,0,0
,Harrington Park,0,0,0,0,0,5,0,4,1,0
,Harrison,47,0,5,14,28,341,49,262,30,0
,Harrison Township,1,0,0,0,1,57,8,45,4,2
,Harvey Cedars,0,0,0,0,0,7,2,5,0,0
,Hasbrouck Heights,3,0,0,0,3,63,3,60,0,0
,Haworth,1,0,0,0,1,8,2,3,3,0
,Hawthorne,0,0,0,0,0,139,9,116,14,0
,Hazlet Township,31,0,5,2,24,199,16,171,12,0
,Helmetta,0,0,0,0,0,10,2,7,1,0
,High Bridge,1,0,0,0,1,25,3,21,1,0
,Highland Park,14,0,5,2,7,222,33,181,8,0
,Highlands,2,0,0,0,2,9,4,5,0,1
,Hightstown,6,0,3,1,2,22,2,19,1,0
,Hillsborough Township,13,0,7,1,5,191,29,158,4,0
,Hillsdale,2,0,0,0,2,45,4,40,1,0
,Hillside Township,64,0,5,26,33,533,51,398,84,0
,Hi-Nella,2,0,0,0,2,4,0,4,0,0
,Hoboken,79,0,2,14,63,666,73,562,31,1
,Ho-Ho-Kus,0,0,0,0,0,20,7,11,2,0
,Holland Township,2,0,1,0,1,9,4,4,1,0
