Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2017",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Ossipee,10,0,4,1,5,72,15,50,7,0
,Pelham,12,0,1,1,10,86,14,67,5,2
,Pembroke,11,0,7,0,4,94,17,69,8,1
,Peterborough,11,0,3,1,7,58,12,43,3,0
,Plaistow,9,0,0,8,1,145,8,129,8,0
,Plymouth,21,0,6,1,14,216,10,197,9,2
,Portsmouth,44,0,14,6,24,300,26,257,17,3
,Raymond,12,0,3,0,9,104,12,83,9,1
,Rindge,6,0,2,0,4,60,13,45,2,0
,Rochester,145,0,37,25,83,"1,003",107,873,23,3
,Rollinsford,0,0,0,0,0,27,5,22,0,0
,Rye,4,0,2,0,2,45,0,44,1,1
,Salem,41,0,9,17,15,445,25,409,11,3
,Sanbornton,2,0,2,0,0,27,3,19,5,0
,Sandown,1,0,0,0,1,17,5,11,1,0
,Sandwich,0,0,0,0,0,22,5,17,0,0
,Seabrook,21,0,2,2,17,216,25,180,11,1
,Somersworth,40,0,10,11,19,346,37,292,17,1
,South Hampton,1,0,0,0,1,4,1,3,0,0
,Springfield,0,0,0,0,0,6,2,2,2,0
,Strafford,1,0,0,0,1,10,3,7,0,0
,Stratham,3,0,1,0,2,40,7,33,0,1
,Sugar Hill,0,0,0,0,0,0,0,0,0,0
,Sunapee,3,0,1,0,2,19,3,15,1,0
,Thornton,3,0,2,0,1,14,3,11,0,0
,Tilton,13,0,6,2,5,213,13,193,7,0
,Troy,3,0,1,0,2,13,6,7,0,0
,Tuftonboro,2,0,0,0,2,21,3,16,2,0
,Wakefield,6,0,1,0,5,57,18,35,4,1
,Warner,0,0,0,0,0,14,2,12,0,1
,Washington,0,0,0,0,0,12,5,6,1,0
,Waterville Valley,2,0,2,0,0,9,1,8,0,0
,Weare,14,0,5,0,9,53,17,34,2,0
,Webster,0,0,0,0,0,9,4,5,0,0
,Wilton,7,0,3,0,4,35,11,22,2,0
,Winchester,3,0,0,0,3,55,9,44,2,0
,Windham,6,0,1,0,5,74,10,59,5,0
,Wolfeboro,12,0,7,0,5,70,15,52,3,1
,Woodstock,2,0,1,0,1,33,8,24,1,0
NEW JERSEY,Aberdeen Township,15,0,1,4,10,155,17,125,13,1
,Absecon,11,1,2,5,3,229,27,194,8,0
,Allendale,0,0,0,0,0,51,11,39,1,0
,Allenhurst,0,0,0,0,0,25,1,24,0,0
,Allentown,0,0,0,0,0,7,3,4,0,0
,Alpha,1,0,0,0,1,27,10,17,0,0
,Alpine,0,0,0,0,0,12,0,5,7,0
,Andover Township,1,0,0,0,1,26,1,22,3,0
,Asbury Park,213,2,15,82,114,746,138,589,19,5
,Atlantic City,425,13,24,227,161,"1,732",319,"1,298",115,2
,Atlantic Highlands,1,0,0,0,1,34,9,25,0,0
,Audubon,8,0,0,5,3,291,15,272,4,0
,Audubon Park,0,0,0,0,0,47,10,37,0,0
,Avalon,1,0,0,0,1,190,22,167,1,0
,Avon-by-the-Sea,0,0,0,0,0,34,6,28,0,0
,Barnegat Light,1,0,0,0,1,0,0,0,0,0
,Barnegat Township,8,0,1,2,5,143,33,102,8,1
,Barrington,3,0,0,1,2,136,22,108,6,0
,Bay Head,0,0,0,0,0,20,4,16,0,0
,Bayonne,140,0,11,49,80,810,115,624,71,4
,Beach Haven,2,0,1,0,1,110,5,104,1,0
,Beachwood,6,0,3,2,1,134,20,114,0,0
,Bedminster Township,1,0,0,0,1,24,1,21,2,0
,Belleville,81,0,2,41,38,647,85,471,91,0
,Bellmawr,10,0,0,7,3,231,59,150,22,0
,Belmar,9,0,3,1,5,135,29,101,5,0
,Belvidere,4,0,1,0,3,44,12,31,1,0
,Bergenfield,2,1,0,1,0,103,22,78,3,0
,Berkeley Heights Township,3,0,0,2,1,73,10,61,2,0
,Berkeley Township,24,0,7,8,9,458,86,362,10,2
,Berlin,10,0,0,1,9,139,22,107,10,1
,Berlin Township,10,0,0,5,5,137,12,123,2,0
,Bernards Township,1,0,0,0,1,117,16,88,13,0
,Bernardsville,1,0,0,0,1,46,5,36,5,0
,Beverly,17,0,1,4,12,37,10,26,1,1
,Blairstown Township,0,0,0,0,0,35,15,20,0,0
,Bloomfield,57,0,0,26,31,783,82,619,82,1
,Bloomingdale,2,0,0,1,1,44,7,35,2,0
,Bogota,1,0,0,1,0,51,3,45,3,0
,Boonton,3,0,1,1,1,74,9,56,9,0
,Boonton Township,3,0,1,1,1,7,4,3,0,0
,Bordentown City,0,0,0,0,0,43,19,22,2,0
,Bordentown Township,12,0,3,4,5,119,11,94,14,0
,Bound Brook,17,1,0,9,7,165,23,133,9,0
,Bradley Beach,3,0,0,0,3,75,9,65,1,0
,Branchburg Township,3,0,1,1,1,59,13,46,0,0
,Brick Township,107,0,24,25,58,"1,051",142,898,11,5
,Bridgeton,272,5,22,147,98,994,245,710,39,8
,Bridgewater Township,19,1,0,4,14,387,61,313,13,0
,Brielle,2,0,0,0,2,18,0,18,0,0
,Brigantine,2,0,0,0,2,110,24,84,2,1
,Brooklawn,20,0,1,10,9,197,14,178,5,0
,Buena,14,2,2,3,7,111,19,90,2,1
,Burlington City,45,2,0,20,23,250,42,190,18,0
,Burlington Township,34,1,7,6,20,308,55,235,18,1
,Butler,3,0,1,0,2,60,10,47,3,0
,Byram Township,6,0,1,0,5,43,13,28,2,0
,Caldwell,8,1,4,1,2,56,9,43,4,0
,Califon,0,0,0,0,0,2,1,1,0,0
,Camden County Police Department,"1,462",23,75,410,954,"2,526",583,"1,393",550,55
,Cape May,0,0,0,0,0,93,10,80,3,0
,Cape May Point,0,0,0,0,0,7,1,5,1,0
,Carlstadt,11,0,0,2,9,141,5,115,21,0
,Carney's Point Township,21,0,7,6,8,153,36,110,7,5
,Carteret,44,0,5,17,22,326,48,252,26,2
,Cedar Grove Township,4,0,1,0,3,94,21,64,9,0
,Chatham,2,0,0,1,1,46,5,37,4,0
,Chatham Township,0,0,0,0,0,39,4,31,4,0
,Cherry Hill Township,96,0,3,42,51,"2,075",184,"1,849",42,2
,Chesilhurst,3,0,0,1,2,21,11,8,2,0
,Chester,0,0,0,0,0,23,4,19,0,0
,Chesterfield Township,0,0,0,0,0,21,0,21,0,0
,Chester Township,0,0,0,0,0,45,9,32,4,0
,Cinnaminson Township,8,0,2,4,2,336,47,278,11,1
,Clark Township,5,0,0,4,1,213,7,192,14,0
,Clayton,12,1,3,3,5,124,22,99,3,1
,Clementon,17,0,0,9,8,170,54,105,11,0
,Cliffside Park,23,0,2,9,12,180,27,147,6,1
,Clifton,184,0,8,73,103,"1,386",191,"1,086",109,4
,Clinton,2,0,1,0,1,11,2,9,0,0
,Clinton Township,1,0,0,0,1,71,29,42,0,0
,Closter,0,0,0,0,0,43,3,36,4,0
,Collingswood,24,2,2,10,10,352,66,263,23,2
,Colts Neck Township,6,0,0,1,5,50,10,29,11,1
,Cranbury Township,0,0,0,0,0,27,1,25,1,0
,Cranford Township,3,0,0,1,2,175,15,153,7,0
,Cresskill,3,0,0,1,2,27,9,15,3,0
,Deal,2,0,0,0,2,30,3,26,1,0
,Delanco Township,4,0,2,1,1,92,22,59,11,0
,Delaware Township,1,0,0,0,1,17,5,12,0,2
,Delran Township,11,0,2,6,3,263,25,230,8,0
,Demarest,1,0,0,0,1,14,4,6,4,0
,Denville Township,1,0,0,0,1,87,21,62,4,1
,Deptford Township,60,0,7,23,30,"1,227",163,"1,032",32,6
,Dover,29,0,0,14,15,190,31,139,20,0
,Dumont,4,0,0,1,3,88,8,71,9,0
,Dunellen,10,0,0,6,4,139,33,92,14,3
,Eastampton Township,3,0,2,1,0,77,14,60,3,0
,East Brunswick Township,24,0,3,8,13,673,87,564,22,2
,East Greenwich Township,7,0,0,1,6,59,11,40,8,0
,East Hanover Township,4,0,0,1,3,196,16,174,6,0
,East Newark,1,0,0,1,0,40,3,33,4,0
,East Orange,473,9,20,199,245,"1,059",271,552,236,13
,East Rutherford,13,0,0,3,10,135,10,97,28,0
,East Windsor Township,22,0,5,5,12,235,24,204,7,0
,Eatontown,32,0,3,15,14,337,30,306,1,0
,Edgewater,10,1,0,3,6,133,5,124,4,0
,Edgewater Park Township,13,0,3,5,5,138,33,87,18,0
,Edison Township,112,0,7,47,58,"1,210",185,906,119,4
,Egg Harbor City,15,0,1,7,7,136,20,107,9,0
,Egg Harbor Township,55,1,0,14,40,812,106,681,25,6
,Elizabeth,"1,034",7,47,515,465,"4,595",683,"3,017",895,9
,Elk Township,6,1,0,0,5,53,15,37,1,0
,Elmer,0,0,0,0,0,10,8,2,0,0
,Elmwood Park,20,0,0,14,6,348,50,273,25,1
,Elsinboro Township,1,0,0,0,1,12,4,8,0,0
,Emerson,2,0,0,0,2,25,4,20,1,0
,Englewood,75,0,5,32,38,325,66,238,21,0
,Englewood Cliffs,0,0,0,0,0,34,7,23,4,0
,Englishtown,9,0,0,1,8,46,7,39,0,2
,Essex Fells,0,0,0,0,0,13,2,7,4,0
,Evesham Township,28,0,4,5,19,562,70,476,16,3
,Ewing Township,76,1,2,29,44,743,150,544,49,2
,"Fairfield Township, Essex County",4,0,1,0,3,192,17,155,20,0
,Fair Haven,0,0,0,0,0,25,3,22,0,0
,Fair Lawn,23,0,4,5,14,356,56,293,7,3
,Fairview,21,0,1,9,11,136,25,103,8,0
,Fanwood,2,0,0,2,0,33,6,26,1,0
,Far Hills,0,0,0,0,0,7,1,4,2,0
,Fieldsboro,0,0,0,0,0,0,0,0,0,1
,Flemington,9,0,0,3,6,79,7,72,0,0
,Florence Township,19,0,2,8,9,82,18,56,8,0
,Florham Park,6,0,4,0,2,81,6,69,6,1
,Fort Lee,26,0,3,6,17,298,50,232,16,0
,Franklin,2,0,0,0,2,47,4,42,1,0
,Franklin Lakes,1,0,0,0,1,71,13,49,9,0
,"Franklin Township, Gloucester County",14,0,3,0,11,215,65,137,13,2
,"Franklin Township, Hunterdon County",0,0,0,0,0,17,0,17,0,0
,"Franklin Township, Somerset County",48,1,6,23,18,779,157,578,44,7
,Freehold Borough,25,0,5,14,6,129,31,96,2,0
,Freehold Township,45,0,3,10,32,585,41,523,21,0
,Frenchtown,1,0,0,0,1,10,0,10,0,0
,Galloway Township,73,0,6,9,58,665,143,497,25,1
,Garfield,59,0,5,16,38,563,71,462,30,3
,Garwood,0,0,0,0,0,45,6,38,1,0
,Gibbsboro,1,0,0,0,1,38,11,27,0,0
,Glassboro,17,1,0,12,4,395,80,307,8,1
,Glen Ridge,7,0,0,3,4,157,35,114,8,0
,Glen Rock,2,0,1,1,0,93,4,84,5,0
,Gloucester City,21,0,1,7,13,280,49,215,16,0
,Gloucester Township,101,1,9,32,59,"1,130",171,922,37,3
,Green Brook Township,2,0,1,0,1,83,19,53,11,0
,"Greenwich Township, Gloucester County",6,0,1,2,3,81,11,69,1,0
,"Greenwich Township, Warren County",2,0,0,1,1,161,9,150,2,1
,Guttenberg,22,1,4,11,6,111,28,75,8,0
,Hackensack,94,1,8,32,53,672,62,566,44,4
,Hackettstown,3,0,0,1,2,47,4,42,1,0
,Haddonfield,5,0,0,3,2,176,29,146,1,1
,Haddon Heights,3,0,0,1,2,67,10,53,4,0
,Haddon Township,15,0,2,6,7,321,51,258,12,1
,Haledon,18,0,0,5,13,158,32,113,13,0
,Hamburg,2,0,0,0,2,18,1,17,0,0
,"Hamilton Township, Atlantic County",37,2,3,10,22,880,160,690,30,3
,"Hamilton Township, Mercer County",126,1,7,61,57,"1,922",363,"1,401",158,3
,Hammonton,17,0,0,3,14,177,37,134,6,0
,Hanover Township,7,0,1,2,4,190,24,153,13,1
,Harding Township,2,0,0,2,0,17,10,6,1,0
,Hardyston Township,1,0,0,0,1,62,10,44,8,0
,Harrington Park,1,0,1,0,0,8,1,6,1,0
,Harrison,58,0,0,29,29,341,37,260,44,0
,Harrison Township,6,0,3,0,3,102,19,79,4,0
,Harvey Cedars,1,0,0,0,1,15,0,15,0,0
,Hasbrouck Heights,2,0,0,1,1,61,6,55,0,0
,Haworth,0,0,0,0,0,6,0,6,0,0
,Hawthorne,2,0,0,0,2,227,27,192,8,0
,Hazlet Township,13,0,3,3,7,223,34,181,8,1
,Helmetta,1,0,0,0,1,10,1,7,2,0
,High Bridge,0,0,0,0,0,31,14,16,1,2
,Highland Park,5,0,1,1,3,186,23,152,11,0
,Highlands,4,0,0,2,2,31,7,24,0,0
,Hightstown,5,0,1,1,3,40,8,32,0,0
,Hillsborough Township,9,0,5,2,2,255,45,205,5,2
,Hillsdale,0,0,0,0,0,35,5,28,2,0
,Hillside Township,47,1,2,26,18,588,83,415,90,0
,Hi-Nella,4,0,0,1,3,16,3,10,3,0
,Hoboken,131,1,10,32,88,"1,064",121,911,32,0
,Ho-Ho-Kus,2,0,0,0,2,30,18,9,3,0
,Holland Township,3,0,2,0,1,12,2,7,3,0
,Holmdel Township,12,1,5,1,5,150,15,122,13,1
,Hopatcong,11,0,2,1,8,71,9,61,1,0
,Hopewell Burough,2,0,1,0,1,13,4,9,0,0
,Hopewell Township,7,1,4,0,2,99,25,68,6,0
,Howell Township,35,0,6,8,21,407,89,312,6,3
,Independence Township,3,0,0,0,3,26,8,13,5,0
,Interlaken,0,0,0,0,0,14,2,12,0,0
,Irvington,445,9,33,263,140,"1,409",278,710,421,6
,Island Heights,0,0,0,0,0,10,2,8,0,0
,Jackson Township,24,0,3,7,14,483,112,355,16,6
,Jamesburg,8,0,0,3,5,59,13,41,5,1
,Jefferson Township,6,0,1,1,4,93,22,65,6,0
,Jersey City,"1,365",21,123,534,687,"4,841","1,119","3,231",491,38
,Keansburg,31,1,4,6,20,176,27,143,6,1
,Kearny,51,1,1,20,29,632,55,503,74,0
,Kenilworth,8,0,4,0,4,136,11,108,17,0
,Keyport,16,0,0,7,9,98,23,67,8,0
,Kinnelon,5,0,0,0,5,35,10,22,3,0
,Lacey Township,27,2,8,3,14,312,33,279,0,0
,Lake Como,4,0,0,0,4,37,6,30,1,0
,Lakehurst,0,0,0,0,0,36,4,31,1,0
,Lakewood Township,95,1,4,30,60,931,216,689,26,5
,Lambertville,5,0,0,2,3,45,5,37,3,1
,Laurel Springs,2,0,0,2,0,43,24,19,0,1
,Lavallette,1,0,0,1,0,23,4,17,2,0
,Lawnside,9,0,0,2,7,117,9,102,6,0
,"Lawrence Township, Mercer County",19,1,5,5,8,693,45,628,20,2
,Lebanon Township,1,0,0,0,1,30,15,12,3,0
,Leonia,3,0,0,3,0,42,12,27,3,0
,Lincoln Park,4,0,1,0,3,72,21,47,4,0
,Linden,131,1,13,39,78,"1,050",166,839,45,1
,Lindenwold,109,2,13,38,56,504,142,332,30,8
,Linwood,1,0,0,0,1,100,19,81,0,0
,Little Egg Harbor Township,12,0,9,1,2,286,67,213,6,6
,Little Falls Township,19,0,0,2,17,115,12,93,10,0
,Little Ferry,11,0,0,3,8,127,36,80,11,0
,Little Silver,0,0,0,0,0,35,8,26,1,0
,Livingston Township,9,0,1,5,3,339,23,299,17,0
,Loch Arbour,0,0,0,0,0,7,2,5,0,0
,Lodi,43,0,6,14,23,368,57,287,24,0
,Logan Township,6,0,0,5,1,146,19,113,14,0
,Long Beach Township,3,0,1,0,2,98,10,87,1,0
,Long Branch,99,5,7,43,44,839,120,692,27,0
,Long Hill Township,1,0,0,1,0,39,2,35,2,0
,Longport,2,0,0,0,2,13,5,8,0,0
,Lopatcong Township,3,0,0,2,1,84,11,67,6,0
,Lower Alloways Creek Township,1,0,0,0,1,10,2,8,0,0
,Lower Township,32,0,2,6,24,326,68,242,16,1
,Lumberton Township,23,0,3,6,14,228,29,191,8,0
,Lyndhurst Township,9,0,2,3,4,225,20,183,22,0
,Madison,4,0,1,0,3,66,9,52,5,1
,Magnolia,13,0,0,9,4,102,25,70,7,0
,Mahwah Township,9,0,3,3,3,146,16,120,10,0
,Manalapan Township,13,0,2,3,8,249,39,197,13,0
,Manasquan,5,0,0,1,4,89,15,73,1,0
,Manchester Township,11,0,0,2,9,224,31,186,7,5
,"Mansfield Township, Burlington County",5,0,1,1,3,72,12,49,11,0
,"Mansfield Township, Warren County",4,0,0,2,2,103,4,97,2,0
,Mantoloking,0,0,0,0,0,9,1,8,0,0
,Mantua Township,13,0,0,3,10,266,48,212,6,0
,Manville,12,0,5,3,4,169,16,138,15,2
,Maple Shade Township,31,3,6,4,18,456,102,326,28,0
,Maplewood Township,35,4,0,17,14,414,45,332,37,0
,Margate City,4,0,1,0,3,133,22,106,5,1
,Marlboro Township,7,0,0,0,7,244,45,179,20,4
,Matawan,0,0,0,0,0,28,2,24,2,0
,Maywood,4,0,2,1,1,77,21,53,3,0
,Medford Lakes,0,0,0,0,0,24,1,22,1,0
,Medford Township,16,0,9,1,6,134,25,108,1,1
,Mendham,1,0,0,0,1,17,7,7,3,0
,Mendham Township,0,0,0,0,0,6,3,3,0,0
,Merchantville,9,0,0,1,8,69,17,48,4,0
,Metuchen,12,0,0,6,6,175,27,136,12,0
,Middlesex Borough,8,0,2,3,3,132,17,107,8,2
,Middle Township,36,1,4,7,24,469,121,326,22,0
,Middletown Township,48,0,3,12,33,497,73,409,15,1
,Midland Park,4,0,1,0,3,57,4,53,0,0
,Millburn Township,7,0,0,7,0,438,31,391,16,0
,Milltown,7,0,0,4,3,119,4,112,3,0
,Millville,160,3,12,42,103,"1,554",235,"1,280",39,3
,Mine Hill Township,3,0,0,0,3,24,6,18,0,0
,Monmouth Beach,5,0,0,0,5,28,5,23,0,0
,"Monroe Township, Gloucester County",44,0,6,17,21,548,150,375,23,3
,"Monroe Township, Middlesex County",4,1,0,0,3,153,32,103,18,0
,Montclair,60,0,13,18,29,650,170,450,30,4
,Montgomery Township,6,0,0,0,6,103,12,81,10,0
,Montvale,1,0,0,1,0,29,7,22,0,0
,Montville Township,3,0,0,2,1,146,18,115,13,0
,Moonachie,1,0,0,0,1,66,6,50,10,0
,Moorestown Township,10,1,1,2,6,274,30,230,14,0
,Morris Plains,4,1,0,2,1,50,3,47,0,0
,Morristown,40,0,3,18,19,288,27,237,24,2
,Morris Township,3,0,0,1,2,102,21,75,6,1
,Mountain Lakes,0,0,0,0,0,50,15,25,10,0
,Mountainside,1,0,0,0,1,51,27,18,6,0
,Mount Arlington,1,0,0,0,1,49,5,42,2,0
,Mount Ephraim,9,0,0,4,5,195,15,174,6,0
,Mount Holly Township,42,1,7,16,18,340,23,303,14,0
,Mount Laurel Township,38,0,10,12,16,570,44,507,19,3
,Mount Olive Township,9,0,3,0,6,166,27,134,5,1
,Mullica Township,3,0,0,0,3,98,32,65,1,1
,National Park,4,0,0,0,4,43,9,33,1,0
,Neptune City,13,0,1,4,8,144,15,124,5,0
,Neptune Township,150,3,5,36,106,913,143,762,8,1
,Netcong,5,0,0,4,1,55,14,36,5,0
,Newark,"2,543",77,116,"1,070","1,280","6,794","1,202","3,200","2,392",72
,New Brunswick,360,4,22,191,143,"1,341",253,"1,001",87,9
,Newfield,0,0,0,0,0,16,8,8,0,0
,New Hanover Township,0,0,0,0,0,4,1,3,0,0
,New Milford,2,0,1,1,0,75,14,61,0,0
,New Providence,0,0,0,0,0,58,4,53,1,0
,Newton,10,0,5,0,5,87,10,77,0,0
,North Arlington,16,0,1,5,10,143,11,117,15,0
,North Bergen Township,96,0,9,35,52,485,55,364,66,1
,North Brunswick Township,49,1,3,20,25,688,75,567,46,0
,North Caldwell,2,0,0,0,2,15,7,5,3,0
,Northfield,0,0,0,0,0,81,12,69,0,0
,North Haledon,1,0,0,1,0,39,11,28,0,0
,North Hanover Township,3,0,0,0,3,29,3,23,3,0
,North Plainfield,63,0,6,41,16,508,77,404,27,3
,Northvale,0,0,0,0,0,13,0,13,0,0
,North Wildwood,13,0,0,6,7,169,18,147,4,0
,Norwood,0,0,0,0,0,24,3,17,4,0
,Nutley Township,22,0,0,10,12,224,36,174,14,1
,Oakland,8,0,0,1,7,79,11,65,3,0
,Oaklyn,2,0,0,2,0,145,22,121,2,0
,Ocean City,12,1,3,2,6,385,34,350,1,0
,Ocean Gate,0,0,0,0,0,42,7,34,1,0
,Oceanport,4,0,2,1,1,32,7,23,2,0
,"Ocean Township, Monmouth County",30,1,3,13,13,668,99,551,18,1
,"Ocean Township, Ocean County",2,0,0,0,2,57,2,54,1,0
,Ogdensburg,0,0,0,0,0,10,0,10,0,0
,Old Bridge Township,44,2,0,11,31,581,77,460,44,1
,Old Tappan,0,0,0,0,0,14,4,8,2,0
,Oradell,2,0,1,0,1,26,10,16,0,0
,Orange City,245,3,9,152,81,977,258,452,267,1
,Oxford Township,0,0,0,0,0,15,4,10,1,0
,Palisades Park,15,0,0,6,9,126,30,88,8,0
,Palmyra,15,0,3,5,7,143,28,106,9,0
,Paramus,14,1,0,7,6,"1,154",29,"1,095",30,0
,Park Ridge,1,0,0,0,1,18,9,9,0,0
,Parsippany-Troy Hills Township,36,0,7,14,15,413,70,314,29,0
,Passaic,390,1,10,165,214,"1,163",193,842,128,1
,Paterson,"1,028",21,45,488,474,"3,399",992,"1,776",631,10
,Paulsboro,28,1,0,13,14,196,50,130,16,1
,Peapack-Gladstone,3,0,0,0,3,17,7,10,0,0
,Pemberton Borough,1,0,0,0,1,31,11,18,2,0
,Pemberton Township,117,2,13,29,73,567,202,340,25,5
,Pennington,0,0,0,0,0,8,0,8,0,0
,Pennsauken Township,99,1,1,46,51,927,307,556,64,5
,Penns Grove,37,1,7,9,20,237,43,185,9,3
,Pennsville Township,14,1,0,4,9,208,31,175,2,0
,Pequannock Township,1,0,0,0,1,96,13,82,1,0
,Perth Amboy,171,2,5,56,108,843,151,598,94,2
,Phillipsburg,24,0,6,7,11,367,76,282,9,3
,Pine Beach,0,0,0,0,0,19,1,18,0,0
,Pine Hill,32,1,0,9,22,249,68,170,11,4
,Pine Valley,0,0,0,0,0,0,0,0,0,0
,Piscataway Township,54,1,8,18,27,542,103,400,39,0
,Pitman,2,0,0,2,0,67,10,53,4,0
,Plainfield,321,4,14,174,129,"1,055",232,726,97,4
,Plainsboro Township,8,0,0,0,8,126,17,104,5,0
,Pleasantville,116,2,5,48,61,312,106,189,17,1
,Plumsted Township,0,0,0,0,0,17,5,10,2,0
,Pohatcong Township,0,0,0,0,0,147,4,140,3,0
,Point Pleasant,16,0,2,2,12,122,14,106,2,0
,Point Pleasant Beach,1,0,0,1,0,82,9,73,0,0
,Pompton Lakes,13,0,2,1,10,103,16,79,8,0
,Princeton,7,0,0,2,5,229,43,180,6,3
,Prospect Park,3,0,0,1,2,113,27,72,14,0
,Rahway,38,0,3,15,20,295,51,209,35,1
,Ramsey,5,0,0,2,3,139,5,129,5,0
,Randolph Township,4,0,0,0,4,117,12,93,12,1
,Raritan,4,0,0,1,3,90,10,76,4,0
,Raritan Township,5,0,0,0,5,91,12,78,1,0
,Readington Township,2,0,0,1,1,79,21,56,2,1
,Red Bank,24,0,5,9,10,180,8,168,4,0
,Ridgefield,2,0,0,1,1,73,10,55,8,0
,Ridgefield Park,8,0,0,1,7,166,19,137,10,2
,Ridgewood,6,0,1,1,4,175,16,152,7,0
,Ringwood,3,1,0,0,2,37,14,19,4,0
,Riverdale,1,0,0,1,0,109,5,100,4,0
,River Edge,2,0,0,2,0,63,13,49,1,0
,Riverside Township,9,0,0,0,9,16,12,3,1,0
,Riverton,0,0,0,0,0,39,3,34,2,0
,River Vale Township,1,0,0,1,0,15,2,12,1,0
,Robbinsville Township,1,0,0,0,1,83,10,71,2,0
,Rochelle Park Township,2,0,0,1,1,92,15,74,3,0
,Rockaway,1,0,0,1,0,79,14,61,4,0
,Rockaway Township,11,1,1,4,5,326,27,292,7,0
,Rockleigh,2,0,0,0,2,1,0,0,1,0
,Roseland,3,0,1,1,1,48,7,35,6,0
,Roselle,32,2,0,12,18,327,69,223,35,2
,Roselle Park,3,0,0,3,0,138,20,108,10,0
,Roxbury Township,5,0,1,1,3,237,24,208,5,0
,Rumson,0,0,0,0,0,40,9,29,2,0
,Runnemede,7,0,1,2,4,265,56,198,11,0
,Rutherford,11,0,3,4,4,206,23,166,17,0
,Saddle Brook Township,9,0,0,3,6,247,34,190,23,0
,Saddle River,0,0,0,0,0,19,3,13,3,0
,Salem,54,1,2,12,39,206,74,120,12,0
,Sayreville,29,0,3,8,18,392,41,311,40,1
,Scotch Plains Township,10,0,1,3,6,203,63,116,24,0
,Sea Bright,0,0,0,0,0,5,2,3,0,0
,Sea Girt,1,0,0,0,1,14,3,11,0,0
,Sea Isle City,1,0,0,0,1,175,43,130,2,0
,Seaside Heights,34,0,0,10,24,133,31,101,1,0
,Seaside Park,4,0,1,2,1,26,8,17,1,1
,Secaucus,33,0,2,14,17,454,32,389,33,0
,Ship Bottom,1,0,0,0,1,16,1,15,0,0
,Shrewsbury,2,0,1,0,1,53,11,41,1,0
,Somerdale,6,0,2,1,3,255,35,213,7,0
,Somers Point,21,0,1,7,13,270,61,192,17,0
,Somerville,10,0,0,3,7,135,20,99,16,0
,South Amboy,1,0,1,0,0,84,16,54,14,1
,South Bound Brook,3,0,1,0,2,29,4,23,2,0
,South Brunswick Township,25,0,8,9,8,437,103,311,23,0
,South Hackensack Township,10,0,1,3,6,65,13,48,4,0
,South Harrison Township,0,0,0,0,0,13,7,6,0,0
,South Orange Village,29,0,1,19,9,282,34,225,23,0
,South Plainfield,28,0,0,6,22,454,22,413,19,1
,South River,18,0,3,7,8,124,17,93,14,2
,South Toms River,6,0,0,4,2,67,18,46,3,2
,Sparta Township,9,0,4,0,5,66,12,49,5,0
,Spotswood,1,0,0,0,1,64,9,54,1,0
,"Springfield Township, Burlington County",0,0,0,0,0,31,15,14,2,0
,"Springfield Township, Union County",11,0,5,1,5,142,24,108,10,0
,Spring Lake,0,0,0,0,0,60,13,42,5,0
,Spring Lake Heights,1,0,0,1,0,16,3,13,0,0
,Stafford Township,25,0,1,3,21,201,13,179,9,0
,Stanhope,3,0,2,0,1,20,2,17,1,1
,Stone Harbor,1,0,0,1,0,98,8,88,2,0
,Stratford,6,0,1,0,5,90,20,69,1,0
,Summit,8,0,3,5,0,192,17,162,13,0
,Surf City,1,0,0,0,1,26,3,23,0,0
,Swedesboro,1,0,0,1,0,15,0,15,0,1
,Tavistock,1,0,0,0,1,1,0,1,0,0
,Teaneck Township,55,0,5,21,29,390,77,299,14,1
,Tenafly,1,0,0,1,0,65,9,48,8,0
,Teterboro,5,0,0,4,1,123,0,121,2,0
,Tewksbury Township,0,0,0,0,0,19,8,10,1,0
,Tinton Falls,3,0,0,1,2,270,19,245,6,0
,Toms River Township,63,0,5,26,32,"1,545",173,"1,331",41,9
,Totowa,10,0,0,5,5,288,29,243,16,1
,Trenton,"1,083",23,63,343,654,"2,193",792,"1,035",366,16
,Tuckerton,3,0,0,0,3,49,8,41,0,0
,Union Beach,4,0,1,1,2,26,10,16,0,0
,Union City,164,1,1,58,104,"1,235",114,"1,028",93,1
,Union Township,71,2,3,32,34,983,97,778,108,1
,Upper Saddle River,2,0,0,1,1,18,4,14,0,0
,Ventnor City,6,0,0,4,2,327,47,271,9,1
,Vernon Township,8,0,0,0,8,191,51,131,9,0
,Verona,4,0,0,1,3,76,16,57,3,1
,Vineland,298,2,24,93,179,"2,414",472,"1,883",59,12
,Voorhees Township,61,0,12,10,39,410,61,329,20,6
,Waldwick,3,0,2,0,1,64,11,50,3,0
,Wallington,6,0,0,3,3,141,14,120,7,0
,Wall Township,19,0,0,5,14,254,38,207,9,0
,Wanaque,6,0,2,0,4,80,9,69,2,0
,Warren Township,3,0,1,1,1,42,7,31,4,0
,Washington,3,0,0,0,3,82,17,63,2,0
,"Washington Township, Bergen County",3,0,0,0,3,15,6,8,1,0
