Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,, ,,,,,,,,
"by State by City, 2011",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Forcible
rape",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Andover Village,0,0,0,0,0,4,1,3,0,0
,Angelica Village,0,0,0,0,0,3,1,2,0,0
,Arcade Village,0,0,0,0,0,46,1,45,0,0
,Ardsley Village,1,0,0,0,1,39,6,33,0,0
,Asharoken Village,0,0,0,0,0,2,0,2,0,0
,Attica Village,1,0,0,0,1,16,3,12,1,0
,Auburn,130,2,21,17,90,917,177,716,24,2
,Avon Village,1,0,0,0,1,29,5,22,2,0
,Baldwinsville Village,5,0,1,1,3,120,23,94,3,1
,Ballston Spa Village,18,0,2,1,15,152,31,116,5,0
,Batavia,49,0,10,7,32,507,95,395,17,1
,Bath Village,25,0,3,2,20,153,29,124,0,3
,Beacon,67,0,0,17,50,314,64,239,11,0
,Bedford Town,11,0,1,1,9,82,10,70,2,1
,Bethlehem Town,26,0,5,6,15,514,92,406,16,4
,Binghamton,268,0,17,76,175,"2,284",415,"1,796",73,2
,Black River,0,0,0,0,0,10,5,5,0,0
,Blooming Grove Town,8,0,0,0,8,103,25,73,5,0
,Bolivar Village,4,0,0,0,4,9,4,5,0,0
,Bolton Town,0,0,0,0,0,15,1,14,0,0
,Boonville Village,1,0,0,1,0,15,3,12,0,0
,Brant Town,1,0,0,0,1,13,4,9,0,1
,Brewster,0,0,0,0,0,9,1,8,0,0
,Briarcliff Manor Village,2,0,0,2,0,30,8,22,0,0
,Brighton Town,41,0,8,16,17,947,150,766,31,1
,Brockport Village,18,0,2,3,13,151,26,122,3,4
,Bronxville Village,0,0,0,0,0,61,11,47,3,0
,Brownville Village,0,0,0,0,0,5,0,5,0,0
,Buffalo2,"3,250",36,121,"1,459","1,634","14,305","4,473","8,711","1,121",347
,Cambridge Village,1,0,0,0,1,39,7,32,0,1
,Camden Village,7,0,0,1,6,87,8,79,0,0
,Camillus Town and Village,9,0,0,1,8,314,27,275,12,2
,Canandaigua,32,0,4,3,25,312,51,250,11,0
,Canisteo Village,7,0,0,0,7,39,3,35,1,0
,Canton Village,2,0,2,0,0,62,4,58,0,0
,Cape Vincent Village,2,0,0,0,2,5,2,3,0,0
,Carmel Town,17,1,0,4,12,240,44,190,6,1
,Carroll Town,1,0,0,0,1,6,3,3,0,0
,Carthage Village,1,0,0,0,1,73,10,61,2,1
,Caton,0,0,0,0,0,2,0,2,0,0
,Catskill Village,16,0,0,2,14,132,14,118,0,0
,Cayuga Heights Village,1,0,0,0,1,36,2,34,0,0
,Cazenovia Village,2,0,0,1,1,40,4,35,1,0
,Central Square Village,0,0,0,0,0,38,5,32,1,0
,Centre Island Village,0,0,0,0,0,2,1,1,0,0
,Chatham Village,13,0,0,0,13,76,14,61,1,0
,Cheektowaga Town,175,2,10,80,83,"2,753",362,"2,294",97,3
,Chester Town,1,0,1,0,0,6,0,5,1,0
,Chittenango Village,2,0,0,0,2,77,10,62,5,0
,Cicero Town,5,0,0,3,2,376,56,316,4,1
,Clarkstown Town,100,0,5,31,64,"1,517",111,"1,370",36,3
,Clayton Village,0,0,0,0,0,10,2,8,0,0
,Clifton Springs Village,0,0,0,0,0,27,2,25,0,0
,Clyde Village,2,0,0,1,1,38,9,29,0,0
,Cobleskill Village,2,0,1,0,1,109,16,92,1,0
,Coeymans Town,20,0,0,1,19,61,11,43,7,2
,Cohocton Town,2,0,0,0,2,10,2,8,0,0
,Cohoes,35,0,1,11,23,295,109,172,14,1
,Colchester Town,0,0,0,0,0,6,3,3,0,0
,Colonie Town,54,2,0,32,20,"2,197",224,"1,955",18,1
,Cooperstown Village,0,0,0,0,0,27,2,25,0,0
,Corning,38,0,5,8,25,365,65,297,3,0
,Cornwall Town,3,0,0,0,3,104,13,89,2,0
,Cortland,48,0,10,5,33,382,96,277,9,1
,Crawford Town,12,0,0,4,8,122,29,87,6,1
,Croton-on-Hudson Village,1,0,0,0,1,65,3,59,3,0
,Cuba Town,7,0,3,0,4,90,18,72,0,1
,Deerpark Town,16,0,1,3,12,198,69,122,7,1
,Delhi Village,5,0,0,0,5,49,11,36,2,1
,Depew Village,25,0,3,6,16,282,38,237,7,1
,Deposit Village,0,0,0,0,0,10,4,6,0,0
,Dewitt Town,33,0,1,13,19,722,89,613,20,0
,Dobbs Ferry Village,15,0,0,9,6,140,17,116,7,1
,Dolgeville Village,2,0,0,0,2,73,15,56,2,0
,Dryden Village,0,0,0,0,0,44,2,40,2,0
,Dunkirk,37,1,1,16,19,397,120,268,9,2
,Durham Town,0,0,0,0,0,7,4,3,0,1
,East Aurora-Aurora Town,10,0,2,3,5,151,26,121,4,4
,Eastchester Town,4,0,0,2,2,166,15,147,4,0
,East Greenbush Town,27,0,2,7,18,397,45,346,6,0
,East Hampton Village,1,0,0,1,0,82,7,73,2,0
,East Rochester Village,6,0,0,3,3,144,25,117,2,0
,Eden Town,6,0,0,2,4,46,12,32,2,0
,Ellenville Village,21,0,3,5,13,109,20,87,2,0
,Ellicott Town,10,0,0,5,5,226,45,167,14,0
,Ellicottville,0,0,0,0,0,104,13,91,0,0
,Elmira,70,1,2,25,42,"1,141",255,871,15,3
,Elmira Heights Village,5,0,3,1,1,110,30,78,2,0
,Elmira Town,0,0,0,0,0,1,0,1,0,0
,Elmsford Village,11,0,2,4,5,59,7,39,13,0
,Endicott Village,66,1,9,17,39,612,106,488,18,1
,Evans Town,22,0,1,4,17,353,66,270,17,5
,Fairport Village,7,0,0,5,2,60,11,49,0,0
,Fallsburg Town,19,1,0,1,17,252,86,161,5,1
,Fishkill Town,3,0,0,0,3,232,30,198,4,1
,Fishkill Village,2,0,0,0,2,55,12,42,1,0
,Floral Park Village,12,0,0,5,7,56,10,40,6,0
,Florida Village,0,0,0,0,0,12,2,10,0,0
,Fort Edward Village,4,0,1,0,3,20,3,17,0,0
,Fort Plain Village,5,0,2,2,1,73,8,64,1,1
,Frankfort Town,5,0,1,1,3,52,15,34,3,0
,Frankfort Village,3,0,1,0,2,70,10,59,1,2
,Franklinville Village,0,0,0,0,0,26,0,26,0,0
,Fredonia Village,8,0,1,0,7,283,29,248,6,1
,Freeport Village,174,5,7,89,73,914,185,663,66,7
,Friendship Town,0,0,0,0,0,24,11,12,1,0
,Fulton City,22,0,4,5,13,527,88,437,2,0
,Garden City Village,13,1,0,6,6,337,32,302,3,1
,Gates Town,47,2,5,12,28,"1,166",99,"1,017",50,2
,Geddes Town,1,0,0,0,1,203,24,172,7,0
,Geneseo Village,4,0,3,0,1,142,11,128,3,2
,Geneva,43,0,2,20,21,369,103,262,4,4
,Germantown Town,0,0,0,0,0,2,0,2,0,0
,Glen Cove,18,0,0,8,10,213,39,170,4,4
,Glen Park Village,0,0,0,0,0,2,0,2,0,0
,Glens Falls,44,0,2,5,37,410,68,331,11,1
,Gloversville,37,0,7,6,24,648,153,474,21,2
,Goshen Town,2,0,0,0,2,78,21,53,4,0
,Goshen Village,3,0,0,0,3,78,7,70,1,0
,Gouverneur Village,10,0,2,0,8,332,71,257,4,0
,Gowanda Village,6,0,0,1,5,52,17,32,3,0
,Granville Village,3,0,0,2,1,34,9,25,0,0
,Great Neck Estates Village,0,0,0,0,0,3,2,1,0,0
,Greece Town,135,0,6,48,81,"2,544",355,"2,081",108,5
,Greenburgh Town,57,1,3,11,42,698,80,598,20,0
,Greene Village,0,0,0,0,0,0,0,0,0,0
,Green Island Village,2,0,0,0,2,63,12,45,6,0
,Greenport Town,1,0,0,0,1,120,6,112,2,0
,Greenwich Village,2,0,0,0,2,44,9,34,1,0
,Greenwood Lake Village,3,0,0,1,2,21,12,9,0,0
,Groton Village,2,0,0,0,2,69,15,53,1,0
,Guilderland Town,27,0,1,10,16,844,79,759,6,0
,Hamburg Town,51,0,1,17,33,"1,036",151,850,35,
,Hamburg Village,8,0,4,0,4,213,35,175,3,0
,Hamilton Village,1,0,0,0,1,29,4,24,1,0
,Hammondsport Village,0,0,0,0,0,13,1,12,0,0
,Hancock Village,8,0,0,0,8,8,0,7,1,0
,Harriman Village,4,0,0,0,4,7,2,5,0,0
,Hastings-on-Hudson Village,2,0,0,1,1,107,9,98,0,3
,Haverstraw Town,85,2,4,34,45,427,112,302,13,3
,Hempstead Village,439,8,10,207,214,"1,049",295,600,154,8
,Herkimer Village,64,0,3,10,51,363,65,298,0,1
,Holley Village,5,0,0,0,5,49,14,33,2,0
,Homer Village,1,0,0,0,1,38,6,32,0,0
,Hornell,8,0,2,1,5,129,14,113,2,1
,Horseheads Village,4,0,0,0,4,131,12,117,2,0
,Hudson Falls Village,17,0,4,2,11,143,31,110,2,0
,Hunter Town,1,0,0,0,1,0,0,0,0,0
,Huntington Bay Village,0,0,0,0,0,9,3,6,0,0
,Hyde Park Town,19,1,4,3,11,170,49,107,14,1
,Ilion Village,20,0,1,2,17,153,23,127,3,0
,Independence Town,0,0,0,0,0,9,1,8,0,0
,Inlet Town,0,0,0,0,0,13,4,8,1,0
,Irondequoit Town,114,0,11,51,52,"1,506",284,"1,163",59,2
,Irvington Village,2,0,0,1,1,24,3,18,3,0
,Jamestown,203,0,22,36,145,"1,124",335,753,36,11
,Johnson City Village,50,0,3,7,40,891,125,751,15,1
,Johnstown,8,0,0,1,7,330,50,273,7,0
,Jordan Village,0,0,0,0,0,4,1,2,1,0
,Kenmore Village,17,1,0,6,10,296,57,231,8,0
,Kensington Village,0,0,0,0,0,3,0,3,0,0
,Kent Town,1,0,0,0,1,88,26,60,2,0
,Kings Point Village,2,0,0,1,1,10,2,8,0,0
,Kingston,93,0,8,34,51,580,115,450,15,3
,Kirkland Town,0,0,0,0,0,110,33,73,4,0
,Lackawanna,130,0,10,21,99,440,107,309,24,4
,Lake Placid Village,4,0,3,0,1,53,10,43,0,0
,Lake Success Village,2,0,0,1,1,22,2,20,0,0
,Lakewood-Busti,2,0,1,0,1,219,21,195,3,0
,Lancaster Town,15,0,2,4,9,492,67,412,13,1
,Larchmont Village,3,0,0,2,1,127,24,100,3,0
,Le Roy Village,8,0,0,1,7,87,13,71,3,1
,Lewisboro Town,0,0,0,0,0,26,1,25,0,0
,Liberty Village,34,0,4,6,24,244,75,160,9,0
,Lloyd Harbor Village,0,0,0,0,0,22,2,20,0,0
,Lloyd Town,0,0,0,0,0,111,23,82,6,2
,Lockport,67,1,12,14,40,734,133,584,17,3
,Long Beach,40,0,0,11,29,275,25,237,13,0
,Lowville Village,8,0,3,0,5,92,9,79,4,0
,Lynbrook Village,22,1,0,10,11,165,19,132,14,0
,Lyons Village,22,0,3,4,15,125,36,89,0,0
,Macedon Town and Village,2,0,0,0,2,30,3,26,1,0
,Malone Village,8,0,4,2,2,296,46,245,5,0
,Malverne Village,0,0,0,0,0,27,5,22,0,0
,Mamaroneck Town,7,0,0,2,5,127,13,109,5,0
,Mamaroneck Village,27,0,2,8,17,171,28,128,15,0
,Manchester Village,0,0,0,0,0,0,0,0,0,0
,Manlius Town,24,0,1,4,19,400,51,340,9,0
,Marlborough Town,9,0,0,0,9,155,27,122,6,2
,Massena Village,27,0,3,4,20,394,80,307,7,1
,Mechanicville,16,0,2,5,9,59,19,35,5,0
,Medina Village,20,0,3,5,12,230,46,179,5,1
,Menands Village,5,0,1,3,1,140,23,115,2,0
,Middleport Village,0,0,0,0,0,28,5,21,2,0
,Middletown,163,2,9,57,95,947,167,755,25,2
,Monroe Village,8,0,1,0,7,208,22,182,4,0
,Montgomery Village,2,0,0,0,2,32,2,30,0,0
,Monticello Village,76,0,3,14,59,266,105,150,11,1
,Moravia Village,1,0,0,0,1,21,3,18,0,0
,Moriah Town,1,0,0,0,1,5,1,4,0,0
,Mount Hope Town,0,0,0,0,0,29,10,16,3,0
,Mount Kisco Village,33,0,1,12,20,163,14,144,5,0
,Mount Morris Village,4,0,0,0,4,62,6,54,2,0
,Mount Pleasant Town,10,0,0,2,8,305,33,265,7,
,Mount Vernon,658,6,9,249,394,"1,459",296,"1,012",151,5
,Nassau Village,2,0,0,0,2,19,3,16,0,0
,Newark Village,27,0,6,10,11,349,63,279,7,2
,New Berlin Town,1,0,0,0,1,22,10,11,1,0
,Newburgh,527,4,11,254,258,"1,243",401,782,60,10
,Newburgh Town,41,0,0,21,20,"1,124",113,975,36,1
,New Castle Town,5,0,0,0,5,109,19,87,3,0
,New Hartford Town and Village,20,0,2,4,14,744,68,668,8,0
,New Paltz Town and Village,33,0,4,4,25,248,29,214,5,1
,New Rochelle,214,2,2,118,92,"1,343",166,"1,100",77,2
,New Windsor Town,26,0,3,5,18,498,95,391,12,1
,New York,"51,209",515,"1,092","19,773","29,829","140,457","18,159","112,864","9,434",
,Niagara Falls,581,4,31,174,372,"2,941",849,"1,904",188,18
,Niagara Town,22,0,2,4,16,422,53,355,14,1
,Niskayuna Town,13,0,0,5,8,358,61,281,16,1
,Nissequogue Village,0,0,0,0,0,10,4,6,0,0
,Norfolk Town,1,0,1,0,0,27,9,17,1,0
,North Castle Town,4,0,1,1,2,47,9,37,1,0
,North Greenbush Town,9,1,1,2,5,219,36,178,5,0
,Northport Village,3,0,0,2,1,80,12,66,2,0
,North Syracuse Village,26,0,0,2,24,155,19,131,5,1
,North Tonawanda,47,0,4,19,24,607,137,438,32,0
,Northville Village,0,0,0,0,0,9,0,9,0,0
,Norwich,21,0,5,3,13,332,55,275,2,1
,Nunda Town and Village,1,0,0,0,1,12,5,7,0,0
,Ocean Beach Village,1,0,0,0,1,27,0,26,1,0
,Ogdensburg,26,0,0,2,24,478,125,350,3,2
,Ogden Town,14,0,1,1,12,255,43,202,10,0
,Old Westbury Village,0,0,0,0,0,39,15,24,0,0
,Olean,65,0,5,7,53,549,65,483,1,3
,Olive Town,0,0,0,0,0,3,2,1,0,0
,Oneida,16,0,3,2,11,496,73,414,9,0
,Oneonta City,69,0,1,8,60,392,106,281,5,2
,Orangetown Town,51,1,1,12,37,360,46,298,16,1
,Orchard Park Town,15,0,2,2,11,381,62,304,15,2
,Oriskany Village,0,0,0,0,0,21,7,14,0,0
,Ossining Village,44,0,1,25,18,234,42,181,11,0
,Oswego City,72,0,8,11,53,679,114,534,31,2
,Owego Village,8,0,0,2,6,77,22,53,2,0
,Oxford Village,0,0,0,0,0,8,3,5,0,0
,Oyster Bay Cove Village,0,0,0,0,0,5,2,3,0,0
,Painted Post Village,1,0,0,0,1,49,4,43,2,0
,Peekskill,34,0,2,9,23,216,37,169,10,0
,Pelham Village,4,0,0,3,1,135,7,120,8,0
,Penn Yan Village,0,0,0,0,0,113,15,98,0,0
,Perry Village,6,0,1,1,4,99,20,75,4,0
,Phelps Village,0,0,0,0,0,3,0,3,0,0
,Piermont Village,0,0,0,0,0,36,1,35,0,0
,Pine Plains Town,0,0,0,0,0,6,1,5,0,0
,Plattekill Town,7,0,0,2,5,126,54,68,4,0
,Plattsburgh City,26,1,4,3,18,545,79,459,7,
,Pleasantville Village,0,0,0,0,0,0,0,0,0,0
,Port Byron Village,0,0,0,0,0,0,0,0,0,0
,Port Chester Village,77,1,2,45,29,882,85,740,57,0
,Port Dickinson Village,1,0,0,0,1,18,4,12,2,0
,Port Jervis,18,1,1,7,9,296,62,227,7,2
,Portville Village,1,0,0,0,1,3,0,3,0,0
,Port Washington,0,0,0,0,0,126,18,106,2,0
,Potsdam Village,13,1,4,1,7,235,23,206,6,0
,Poughkeepsie,326,5,22,107,192,"1,029",283,693,53,9
,Poughkeepsie Town,37,0,0,12,25,"1,353",106,"1,236",11,1
,Pulaski Village,5,0,1,0,4,81,14,67,0,0
,Quogue Village,1,0,0,0,1,20,8,11,1,0
,Ramapo Town,110,0,3,24,83,883,119,740,24,3
,Red Hook Village,0,0,0,0,0,53,7,45,1,0
,Rensselaer City,17,0,7,2,8,214,51,154,9,1
,Rhinebeck Village,1,0,0,0,1,30,5,25,0,0
,Riverhead Town,75,0,3,18,54,974,168,784,22,1
,Rochester,"2,029",31,95,755,"1,148","10,934","3,384","6,849",701,177
,Rockville Centre Village,20,0,0,13,7,319,52,252,15,0
,Rome,26,1,1,9,15,441,109,311,21,1
,Rosendale Town,5,0,0,0,5,56,10,44,2,0
,Rotterdam Town,12,0,0,2,10,823,109,691,23,2
,Rouses Point Village,0,0,0,0,0,15,5,10,0,0
,Rushford Town,0,0,0,0,0,8,3,5,0,0
,Rye,1,0,0,1,0,180,14,163,3,0
,Rye Brook Village,2,0,0,0,2,91,11,78,2,0
,Sag Harbor Village,2,0,1,0,1,58,0,58,0,0
,Salamanca,25,0,1,3,21,264,59,198,7,1
,Sands Point Village,0,0,0,0,0,7,1,6,0,0
,Saranac Lake Village,7,0,0,0,7,108,29,77,2,0
,Saratoga Springs,20,0,1,4,15,608,78,524,6,0
,Saugerties Town,15,0,2,1,12,381,118,252,11,1
,Scarsdale Village,2,0,0,0,2,142,19,121,2,0
,Schenectady,633,4,43,204,382,"3,098",904,"2,011",183,24
,Schodack Town,3,0,0,0,3,92,30,58,4,0
,Schoharie Village,0,0,0,0,0,10,1,9,0,0
,Scotia Village,8,0,0,1,7,139,15,121,3,0
,Seneca Falls Village,3,0,0,1,2,77,10,67,0,0
,Shandaken Town,2,0,0,0,2,87,32,54,1,0
,Shawangunk Town,6,0,0,0,6,104,32,67,5,0
,Sherburne Village,0,0,0,0,0,7,1,6,0,0
,Sherrill,1,0,0,1,0,36,6,30,0,0
,Shortsville Village,0,0,0,0,0,1,0,1,0,0
,Sidney Village,15,0,3,2,10,165,33,131,1,0
,Silver Creek Village,6,0,0,0,6,40,1,39,0,1
,Skaneateles Village,0,0,0,0,0,6,0,6,0,0
,Sleepy Hollow Village,6,0,0,4,2,107,19,77,11,2
,Sodus Point Village,0,0,0,0,0,10,2,8,0,0
,Sodus Village,0,0,0,0,0,28,5,23,0,0
,Solvay Village,12,0,0,3,9,216,52,162,2,0
,Southampton Village,3,0,1,1,1,146,19,123,4,0
,South Glens Falls Village,4,0,0,2,2,84,14,67,3,0
,South Nyack Village,5,0,1,0,4,39,8,30,1,0
,Southold Town,20,0,2,2,16,445,108,329,8,1
,Spring Valley Village,160,0,10,59,91,477,80,375,22,1
,Stillwater Town,0,0,0,0,0,17,5,12,0,0
,St. Johnsville Village,5,0,0,0,5,34,4,28,2,0
,Stockport Town,0,0,0,0,0,14,5,9,0,0
,Stony Point Town,10,0,0,4,6,151,28,122,1,0
,Suffern Village,5,0,2,0,3,64,11,50,3,0
,Syracuse,"1,302",11,63,388,840,"5,275","1,705","3,261",309,60
,Tarrytown Village,8,0,1,3,4,115,20,91,4,1
,Ticonderoga Town,22,0,7,0,15,163,48,108,7,2
,Tonawanda,26,0,1,2,23,390,41,338,11,4
,Tonawanda Town,104,0,9,32,63,"1,036",215,781,40,4
,Troy,371,0,23,112,236,"2,318",775,"1,442",101,5
,Trumansburg Village,0,0,0,0,0,43,9,32,2,0
,Tuckahoe Village,3,0,0,1,2,7,1,6,0,0
,Tupper Lake Village,10,0,1,0,9,104,23,80,1,0
,Tuxedo Park Village,0,0,0,0,0,0,0,0,0,0
,Tuxedo Town,0,0,0,0,0,0,0,0,0,0
,Ulster Town,22,1,2,7,12,518,42,468,8,0
,Utica,382,4,17,102,259,"2,501",615,"1,809",77,5
,Vernon Village,1,0,0,0,1,18,5,12,1,0
,Vestal Town,15,0,0,6,9,598,42,549,7,0
,Walden Village,20,0,2,1,17,90,14,72,4,0
,Wallkill Town,23,0,5,8,10,804,83,701,20,2
,Walton Village,5,0,2,1,2,40,17,23,0,0
,Wappingers Falls Village,7,0,0,4,3,131,13,114,4,0
,Warsaw Village,6,0,1,0,5,60,3,57,0,0
,Waterford Town and Village,0,0,0,0,0,56,14,41,1,1
,Waterloo Village,21,0,1,1,19,166,26,138,2,2
,Watertown,89,1,9,15,64,"1,119",158,847,114,9
,Watervliet,26,0,0,10,16,230,33,185,12,2
,Watkins Glen Village,2,0,0,0,2,73,6,65,2,1
,Waverly Village,3,0,1,0,2,119,16,97,6,1
,Wayland Village,0,0,0,0,0,27,1,26,0,0
,Webster Town and Village,25,4,2,7,12,456,64,378,14,1
,Weedsport Village,0,0,0,0,0,15,0,15,0,0
,Wellsville Village,19,0,0,1,18,186,18,166,2,0
,Westfield Village,1,0,0,0,1,24,6,15,3,0
,Westhampton Beach Village,2,0,0,0,2,40,3,37,0,0
,West Seneca Town,49,1,3,15,30,900,176,684,40,3
,Whitehall Village,5,0,2,0,3,43,8,35,0,1
,White Plains,87,1,3,29,54,"1,265",46,"1,182",37,2
,Whitesboro Village,7,0,0,0,7,30,6,24,0,0
,Whitestown Town,1,0,0,0,1,102,22,77,3,0
,Windham Town,0,0,0,0,0,24,3,20,1,0
,Wolcott Village,0,0,0,0,0,2,0,2,0,0
,Woodbury Town,3,1,0,2,0,298,16,270,12,0
,Woodstock Town,3,0,0,2,1,63,16,46,1,0
,Yonkers,992,7,35,463,487,"3,068",753,"2,017",298,15
,Yorktown Town,22,0,0,4,18,460,52,400,8,2
,Youngstown Village,0,0,0,0,0,10,3,7,0,0
NORTH CAROLINA,Aberdeen,27,0,1,9,17,318,51,257,10,2
,Ahoskie,34,1,4,8,21,296,95,196,5,1
,Albemarle,90,2,2,37,49,792,244,504,44,5
,Andrews,10,0,0,1,9,80,25,52,3,0
,Angier,39,0,1,3,35,137,54,78,5,0
,Apex,24,0,2,8,14,592,72,510,10,3
,Archdale,10,0,1,4,5,353,111,229,13,4
,Asheboro,73,0,8,38,27,"1,792",419,"1,317",56,3
,Asheville,444,5,22,181,236,"3,949",753,"2,875",321,11
,Atlantic Beach,21,0,4,4,13,206,68,131,7,2
,Aulander,1,0,0,0,1,13,11,1,1,0
,Ayden,39,0,0,12,27,210,76,123,11,0
,Bailey,2,0,0,1,1,12,6,6,0,0
,Banner Elk,6,0,0,1,5,34,11,23,0,0
,Beaufort,21,0,1,3,17,155,42,108,5,0
,Belhaven,1,0,0,0,1,57,27,30,0,0
,Belmont,34,1,5,3,25,454,53,386,15,1
,Benson,25,1,2,9,13,279,107,158,14,0
,Beulaville,1,0,0,0,1,47,12,35,0,0
,Biscoe,4,0,0,0,4,204,19,181,4,0
,Black Mountain,6,0,2,0,4,166,44,113,9,1
,Blowing Rock,0,0,0,0,0,45,14,31,0,0
,Boiling Spring Lakes,9,1,1,0,7,84,22,60,2,0
,Boiling Springs,4,0,2,2,0,57,6,47,4,0
,Boone,33,0,7,4,22,405,66,322,17,3
,Brevard,30,0,4,4,22,221,71,147,3,1
,Bryson City,16,1,0,1,14,82,1,81,0,0
,Bunn,1,0,0,0,1,38,3,35,0,0
,Burgaw,7,0,0,2,5,101,13,87,1,0
,Burlington,405,2,14,104,285,"3,669",880,"2,668",121,4
,Burnsville,9,0,2,1,6,96,21,71,4,0
,Butner,24,0,0,2,22,304,89,205,10,5
,Canton,30,2,3,1,24,215,44,157,14,0
,Cape Carteret,2,0,1,1,0,26,5,18,3,0
,Carolina Beach,18,0,0,8,10,277,60,209,8,0
,Carrboro,52,0,4,8,40,702,201,469,32,4
,Carthage,7,0,0,3,4,82,18,59,5,1
,Cary,108,1,13,41,53,"2,093",370,"1,658",65,8
,Catawba,4,0,0,0,4,11,2,7,2,0
,Chadbourn,15,1,0,3,11,157,51,99,7,0
,Chapel Hill,106,1,7,38,60,"1,523",484,985,54,6
,Charlotte-Mecklenburg,"4,787",56,218,"1,612","2,901","32,008","8,536","21,371","2,101",195
,Cherryville,20,0,2,3,15,249,44,199,6,1
,China Grove,16,0,1,3,12,86,14,69,3,0
,Claremont,0,0,0,0,0,63,12,47,4,0
,Clayton,20,0,2,10,8,400,112,274,14,5
,Cleveland,4,0,0,0,4,26,7,18,1,0
,Clinton,51,0,4,14,33,475,142,318,15,2
,Coats,8,0,0,0,8,88,34,49,5,1
,Columbus,5,0,1,1,3,36,7,26,3,0
,Concord,93,2,8,37,46,"3,111",452,"2,528",131,9
,Conover,19,0,0,10,9,608,79,516,13,1
,Cornelius,39,0,3,11,25,754,126,603,25,9
,Cramerton,9,0,2,4,3,119,32,84,3,0
,Creedmoor,14,0,2,2,10,109,21,84,4,0
,Dallas,20,0,2,2,16,183,40,135,8,1
,Davidson,8,0,0,4,4,107,19,85,3,0
,Dobson,5,0,0,2,3,45,8,34,3,0
,Drexel,3,0,0,2,1,25,8,15,2,0
,Duck,44,0,0,44,0,93,33,60,0,0
,Durham,"1,707",27,64,699,917,"11,270","3,874","6,768",628,23
,Eden,68,1,2,9,56,746,185,513,48,3
,Edenton,15,0,0,4,11,252,64,184,4,1
,Elizabeth City,95,0,3,18,74,750,196,541,13,0
,Elizabethtown,25,0,0,15,10,242,42,193,7,1
,Elkin,11,0,0,4,7,292,42,244,6,1
,Elon,17,0,2,4,11,149,59,89,1,0
,Emerald Isle,6,0,1,1,4,331,170,155,6,1
,Enfield,28,0,0,7,21,139,70,62,7,0
,Erwin,11,0,0,5,6,163,6,157,0,0
,Fairmont,29,1,1,14,13,268,83,178,7,2
,Farmville,39,0,1,7,31,212,59,152,1,3
,Fayetteville,"1,050",25,56,495,474,"12,972","4,204","8,088",680,51
,Fletcher,3,0,0,2,1,173,50,121,2,0
,Forest City,26,0,2,7,17,636,149,464,23,2
,Franklin,9,0,3,1,5,211,51,152,8,2
,Franklinton,7,0,0,4,3,92,25,61,6,1
,Fuquay-Varina,78,1,0,22,55,662,161,473,28,1
,Garner,57,0,4,23,30,"1,183",216,931,36,3
,Gastonia,466,4,37,171,254,"4,363",951,"3,198",214,18
,Gibsonville,11,0,3,5,3,129,65,60,4,1
,Goldsboro,343,7,2,91,243,"2,655",675,"1,840",140,2
,Graham,69,0,3,7,59,503,140,338,25,0
,Granite Falls,8,0,1,1,6,362,50,294,18,2
,Granite Quarry,10,0,2,0,8,114,30,80,4,0
,Hamlet,38,1,4,8,25,395,127,251,17,3
,Haw River,10,0,0,2,8,95,50,44,1,0
,Henderson,153,5,4,76,68,"1,880",416,"1,386",78,18
,Hendersonville,55,1,4,19,31,807,141,626,40,1
,Hertford,9,0,0,3,6,85,28,49,8,0
,Hickory,238,5,11,75,147,"2,500",536,"1,850",114,9
,Highlands,5,0,0,2,3,47,13,30,4,0
,High Point,600,3,25,200,372,"5,057","1,266","3,550",241,24
,Hillsborough,27,0,1,13,13,463,84,358,21,2
,Holden Beach,3,0,2,0,1,107,63,44,0,0
,Holly Ridge,6,0,1,0,5,40,20,20,0,2
,Holly Springs,36,0,3,3,30,312,90,220,2,2
,Hope Mills,82,0,2,28,52,957,216,704,37,3
,Hudson,2,0,0,1,1,134,25,103,6,0
,Huntersville,68,2,6,16,44,"1,017",229,745,43,9
,Indian Beach,0,0,0,0,0,12,2,10,0,0
,Jacksonville,171,1,25,24,121,"2,034",515,"1,428",91,3
,Jefferson,1,0,0,0,1,23,6,15,2,0
,Jonesville,9,0,0,1,8,139,43,96,0,0
,Kenansville,5,0,1,3,1,28,4,22,2,0
,Kernersville,95,0,3,15,77,"1,068",199,836,33,6
,King,22,0,1,2,19,173,38,130,5,3
,Kings Mountain,26,0,2,9,15,447,175,250,22,1
,Kinston,266,11,6,67,182,"1,437",491,914,32,9
,Kitty Hawk,2,1,0,0,1,129,31,98,0,2
,Knightdale,20,2,0,5,13,435,81,344,10,1
,Lake Lure,1,0,0,1,0,55,28,26,1,0
,Lake Royale,3,0,0,0,3,85,55,27,3,0
,Landis,2,0,0,0,2,80,19,55,6,0
,Laurel Park,0,0,0,0,0,12,0,12,0,0
,Laurinburg,131,7,4,51,69,"1,114",473,610,31,11
,Leland,17,0,2,2,13,356,75,271,10,0
,Lenoir,48,1,1,15,31,871,236,593,42,5
,Lexington,79,3,7,20,49,743,234,476,33,6
,Liberty,2,0,0,0,2,29,2,25,2,0
