Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2018",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Rockaway Beach,1,0,0,0,1,1,1,0,0,0
,Rock Hill,3,0,0,1,2,53,6,45,2,0
,Rock Port,3,0,0,0,3,15,1,12,2,0
,Rogersville,3,0,0,0,3,53,16,30,7,0
,Rolla,121,0,30,7,84,683,102,547,34,5
,Rosebud,1,0,1,0,0,11,7,3,1,0
,Salem,5,0,2,0,3,159,12,141,6,0
,Sarcoxie,4,0,0,0,4,45,8,28,9,0
,Savannah,6,0,1,2,3,57,11,42,4,1
,Scott City,10,0,3,0,7,86,16,62,8,0
,Sedalia,183,1,11,10,161,944,118,774,52,3
,Seligman,1,0,0,0,1,19,3,15,1,0
,Seneca,4,0,0,1,3,57,10,41,6,0
,Seymour,7,0,1,0,6,93,14,74,5,0
,Shrewsbury,19,2,2,3,12,207,10,193,4,0
,Sikeston,97,2,16,14,65,644,118,498,28,0
,Silex,0,0,0,0,0,0,0,0,0,0
,Smithville,10,0,3,2,5,153,15,114,24,0
,Sparta,2,0,0,0,2,13,4,9,0,0
,Springfield,"2,218",16,333,295,"1,574","11,830","1,975","8,385","1,470",55
,St. Ann,36,1,2,5,28,275,28,210,37,1
,St. Charles,147,7,33,19,88,"1,610",134,"1,321",155,6
,St. Clair,53,0,0,1,52,256,22,208,26,0
,Steele,11,1,2,2,6,62,17,42,3,0
,Steelville,6,0,2,0,4,91,20,67,4,1
,Ste. Genevieve,3,0,0,0,3,68,4,64,0,0
,Stewartsville,0,0,0,0,0,0,0,0,0,0
,St. James,3,0,1,0,2,128,12,104,12,1
,St. John,15,1,0,7,7,185,26,131,28,2
,"St. Joseph4,8",,8,,65,301,"3,768",716,"2,491",561,10
,St. Louis,"5,525",187,309,"1,452","3,577","18,142","2,979","12,413","2,750",188
,St. Marys,3,0,0,0,3,1,0,1,0,0
,Stover,10,0,0,0,10,15,2,11,2,0
,St. Peters,106,0,19,14,73,"1,248",89,"1,091",68,11
,Strafford,5,0,0,1,4,63,13,47,3,0
,St. Robert,29,0,1,2,26,319,43,267,9,0
,Sugar Creek,15,0,1,0,14,127,15,79,33,0
,Sullivan,22,0,2,4,16,352,92,230,30,1
,Summersville,0,0,0,0,0,0,0,0,0,0
,Sunset Hills,11,0,0,2,9,156,15,131,10,0
,Tarkio,0,0,0,0,0,8,3,4,1,0
,Thayer,11,0,0,1,10,38,12,24,2,0
,Tipton,13,0,0,0,13,5,2,2,1,0
,Town and Country,2,0,1,1,0,132,9,111,12,0
,Trenton,13,0,0,0,13,97,30,58,9,0
,Troy,26,0,2,0,24,244,26,199,19,
,Truesdale,2,0,0,0,2,6,1,5,0,
,Union,52,1,7,0,44,533,59,426,48,7
,University City,108,1,6,41,60,"1,147",138,902,107,5
,Urbana,0,0,0,0,0,0,0,0,0,0
,Van Buren,4,0,0,0,4,12,6,6,0,0
,Vandalia,7,0,1,0,6,34,7,26,1,0
,Velda City,17,1,1,2,13,42,17,21,4,0
,Verona,0,0,0,0,0,4,0,3,1,0
,Versailles,6,0,1,1,4,52,2,49,1,1
,Viburnum,1,0,0,0,1,4,0,2,2,0
,Vienna,4,0,0,0,4,16,4,12,0,0
,Vinita Park,144,13,3,44,84,592,136,375,81,1
,Walnut Grove,0,0,0,0,0,0,0,0,0,0
,Warrensburg4,78,1,15,6,56,692,105,534,53,3
,Warrenton,62,1,14,2,45,369,56,298,15,
,Warsaw,13,0,2,0,11,74,8,62,4,0
,Warson Woods,0,0,0,0,0,19,1,17,1,0
,Washburn,0,0,0,0,0,2,0,1,1,0
,Washington,34,0,11,1,22,526,35,453,38,1
,Waynesville,14,1,6,1,6,81,14,61,6,1
,Webb City,10,0,0,2,8,309,15,274,20,0
,Webster Groves,25,0,6,6,13,164,34,116,14,4
,Wellington,1,0,0,0,1,8,1,2,5,0
,Wellsville,1,0,0,0,1,4,1,3,0,0
,Wentzville,106,0,16,5,85,427,45,369,13,2
,West Plains,44,0,5,3,36,585,96,451,38,0
,Wheaton,0,0,0,0,0,0,0,0,0,0
,Willard,15,0,1,1,13,52,8,42,2,0
,Willow Springs5,,0,3,2,,77,7,62,8,0
,Winfield,0,0,0,0,0,14,1,12,1,0
,Winona,8,0,0,0,8,15,3,9,3,1
,Woodson Terrace,25,1,4,6,14,162,11,73,78,0
,Wright City,6,0,4,1,1,31,4,24,3,1
MONTANA,Baker,2,0,1,0,1,5,0,5,0,0
,Belgrade,20,1,9,0,10,184,11,160,13,0
,Billings,598,8,54,108,428,"5,276",685,"3,796",795,16
,Bozeman,104,0,32,7,65,885,50,778,57,6
,Bridger,0,0,0,0,0,7,1,4,2,0
,Chinook,0,0,0,0,0,10,1,7,2,0
,Colstrip,4,0,0,0,4,12,3,9,0,0
,Columbia Falls,8,0,0,2,6,84,7,68,9,0
,Columbus,5,0,0,0,5,44,1,33,10,0
,Cut Bank,25,0,2,2,21,115,10,98,7,0
,Deer Lodge,7,0,2,0,5,18,3,9,6,0
,Dillon,16,0,3,0,13,26,0,22,4,0
,East Helena,8,0,0,1,7,66,5,49,12,0
,Ennis,0,0,0,0,0,2,1,1,0,0
,Eureka,4,0,0,0,4,11,1,7,3,0
,Fort Benton,3,0,0,0,3,7,1,5,1,0
,Glasgow,14,0,2,1,11,43,4,36,3,2
,Glendive,11,0,2,0,9,36,11,23,2,0
,Hamilton,21,0,6,2,13,170,13,148,9,0
,Havre,39,0,11,3,25,316,31,259,26,1
,Helena,196,2,55,11,128,"1,694",184,"1,374",136,8
,Hot Springs,0,0,0,0,0,3,0,3,0,0
,Kalispell,72,0,11,3,58,675,63,576,36,3
,Laurel,15,0,0,0,15,136,12,116,8,0
,Lewistown,27,0,3,0,24,77,11,59,7,0
,Libby,3,0,1,0,2,81,6,74,1,1
,Livingston,46,0,8,0,38,212,15,185,12,0
,Manhattan,15,0,0,0,15,15,4,9,2,0
,Miles City,17,0,2,0,15,159,15,132,12,0
,Missoula,333,2,65,42,224,"3,521",379,"2,944",198,13
,Plains,5,0,0,0,5,13,4,7,2,0
,Polson,40,0,11,1,28,176,25,139,12,0
,Red Lodge,6,0,2,0,4,42,2,37,3,0
,Ronan City,17,0,1,1,15,64,5,55,4,0
,Sidney,42,0,4,0,38,89,17,67,5,2
,Stevensville,12,0,1,0,11,22,8,14,0,0
,St. Ignatius,0,0,0,0,0,4,0,4,0,0
,Thompson Falls,7,0,2,0,5,40,2,35,3,0
,Troy,3,0,0,0,3,14,2,11,1,0
,West Yellowstone,4,0,0,0,4,26,1,24,1,0
,Whitefish,9,0,1,0,8,130,16,110,4,1
,Wolf Point,14,0,1,3,10,47,2,43,2,0
NEBRASKA,Alliance,9,0,3,0,6,130,32,90,8,0
,Ashland,0,0,0,0,0,11,1,10,0,
,Aurora,1,0,0,0,1,36,8,26,2,0
,Bayard,2,0,2,0,0,5,0,4,1,
,Beatrice,33,0,22,3,8,293,47,222,24,1
,Bellevue,113,4,44,23,42,983,112,734,137,2
,Bennington,0,0,0,0,0,9,1,7,1,
,Blair,8,0,3,1,4,128,17,96,15,1
,Boys Town,6,0,4,0,2,31,0,30,1,
,Broken Bow,4,0,0,2,2,31,2,29,0,0
,Central City,3,0,2,0,1,10,1,8,1,0
,Chadron,9,0,4,1,4,94,17,70,7,1
,Columbus,26,0,8,7,11,357,43,289,25,1
,Cozad,15,0,5,0,10,17,2,13,2,1
,Crete,36,0,10,0,26,117,9,103,5,1
,Emerson,0,0,0,0,0,2,0,2,0,0
,Falls City,2,0,0,0,2,43,10,29,4,0
,Fremont,59,0,32,3,24,534,105,393,36,5
,Gering,14,0,5,1,8,113,14,91,8,2
,Gothenburg,1,0,1,0,0,47,5,37,5,0
,Grand Island,241,1,46,21,173,"1,505",222,"1,185",98,5
,Hastings,51,0,21,7,23,830,107,639,84,3
,Holdrege,5,0,3,0,2,65,2,57,6,0
,Imperial4 ,0,0,0,0,0,10,0,6,4,0
,Kearney,85,0,35,3,47,801,109,650,42,9
,Kimball,4,1,0,0,3,9,2,6,1,
,La Vista,16,1,8,0,7,270,19,209,42,4
,Lexington,10,0,4,1,5,141,11,122,8,0
,Lincoln,"1,045",6,283,162,594,"8,307","1,182","6,694",431,
,Madison,2,0,0,0,2,12,2,9,1,0
,McCook,21,0,7,0,14,129,35,87,7,0
,Minden,8,0,5,0,3,47,5,37,5,0
,Mitchell,2,0,1,0,1,4,1,3,0,0
,Nebraska City,29,0,4,1,24,221,20,190,11,1
,Neligh,0,0,0,0,0,7,0,7,0,
,Norfolk,29,0,9,2,18,444,23,397,24,1
,North Platte,97,1,8,11,77,"1,006",193,742,71,4
,Ogallala,12,0,2,1,9,130,15,110,5,1
,Omaha,"2,628",22,403,456,"1,747","16,314","1,848","11,343","3,123",
,O'Neill,11,0,8,2,1,17,4,11,2,
,Ord,9,0,2,0,7,17,3,11,3,0
,Papillion,39,1,9,2,27,367,6,342,19,2
,Plainview,0,0,0,0,0,7,0,7,0,
,Plattsmouth,14,0,8,1,5,113,12,97,4,0
,Ralston,11,0,8,0,3,130,15,95,20,0
,Schuyler,12,0,5,0,7,38,3,32,3,0
,Scottsbluff,55,0,16,3,36,486,85,370,31,0
,Seward,3,0,2,0,1,71,11,53,7,1
,Sidney,16,0,2,1,13,133,10,120,3,0
,South Sioux City,24,0,8,1,15,389,21,332,36,0
,St. Paul,0,0,0,0,0,13,2,10,1,0
,Superior,3,0,1,0,2,21,2,19,0,
,Tekamah,4,0,1,0,3,24,4,20,0,
,Tilden,0,0,0,0,0,0,0,0,0,
,Valentine,11,0,2,1,8,35,5,26,4,1
,Valley4,2,0,0,1,1,34,7,24,3,
,Wahoo,3,0,1,0,2,42,5,31,6,0
,West Point,0,0,0,0,0,16,0,16,0,0
,York,6,0,3,0,3,240,11,223,6,
NEVADA,Boulder City,13,1,2,1,9,147,50,81,16,0
,Carlin,35,0,1,0,34,22,8,10,4,0
,Elko,95,3,18,17,57,443,113,297,33,
,Henderson,583,15,65,217,286,"6,072","1,042","4,349",681,22
,Las Vegas Metropolitan Police Department,"9,949",120,"1,610","2,690","5,529","46,673","11,968","26,756","7,949",83
,Lovelock,11,0,1,0,10,39,24,14,1,0
,Mesquite,32,0,14,3,15,298,61,204,33,0
,North Las Vegas,"2,386",33,150,443,"1,760","5,202","1,326","2,677","1,199",20
,Reno,"1,636",6,174,303,"1,153","6,053","1,073","3,930","1,050",16
,Sparks,508,4,68,87,349,"2,440",570,"1,536",334,19
,West Wendover,42,0,16,2,24,77,17,52,8,0
,Winnemucca,10,1,0,1,8,181,48,110,23,8
NEW HAMPSHIRE,Alexandria,3,0,1,0,2,15,0,15,0,0
,Allenstown,10,0,4,1,5,35,6,26,3,0
,Alstead,1,0,1,0,0,1,1,0,0,0
,Alton,9,0,6,0,3,52,3,46,3,0
,Amherst,6,1,3,0,2,127,5,119,3,1
,Antrim,5,0,2,0,3,13,2,9,2,0
,Ashland,1,0,0,1,0,39,5,30,4,0
,Atkinson,3,0,0,1,2,19,3,16,0,0
,Auburn,2,0,1,0,1,31,10,21,0,1
,Barnstead,20,0,4,0,16,45,4,36,5,0
,Barrington,6,0,5,0,1,33,9,20,4,0
,Bartlett,3,0,1,0,2,28,3,25,0,0
,Bedford,12,0,3,1,8,190,2,183,5,1
,Belmont,12,0,1,4,7,148,21,119,8,0
,Bennington,6,0,2,2,2,11,2,8,1,0
,Berlin,16,1,7,0,8,103,22,75,6,2
,Bethlehem,2,0,1,0,1,25,7,17,1,1
,Boscawen,7,0,3,0,4,38,7,29,2,0
,Bow,2,0,0,0,2,44,4,35,5,1
,Bradford,2,0,1,0,1,10,2,8,0,0
,Brentwood,1,0,0,0,1,29,2,24,3,0
,Bristol,4,0,1,0,3,30,3,27,0,2
,Brookline,6,0,1,0,5,12,3,8,1,1
,Campton,14,0,4,1,9,58,9,48,1,3
,Candia,0,0,0,0,0,14,2,12,0,0
,Canterbury,3,0,0,0,3,21,1,17,3,0
,Carroll,3,0,0,0,3,9,1,8,0,0
,Center Harbor,0,0,0,0,0,17,7,9,1,1
,Charlestown,17,0,0,1,16,25,5,19,1,0
,Chester,5,0,0,1,4,30,4,25,1,1
,Chichester,0,0,0,0,0,21,5,14,2,0
,Claremont,58,1,20,8,29,247,22,215,10,1
,Colebrook,5,0,1,0,4,21,5,16,0,0
,Concord,103,0,25,17,61,849,106,709,34,6
,Conway,18,0,9,1,8,204,16,182,6,0
,Cornish,0,0,0,0,0,1,0,1,0,0
,Dalton,0,0,0,0,0,1,0,0,1,0
,Danville,0,0,0,0,0,11,0,10,1,0
,Deerfield,3,0,0,0,3,33,4,27,2,0
,Deering,0,0,0,0,0,17,3,13,1,1
,Derry,45,1,9,12,23,315,37,252,26,4
,Dover,35,4,11,4,16,353,24,318,11,6
,Dublin,0,0,0,0,0,11,5,5,1,0
,Dunbarton,2,0,0,0,2,22,5,15,2,0
,Durham,11,0,9,0,2,53,9,44,0,0
,East Kingston,0,0,0,0,0,1,1,0,0,0
,Effingham,3,0,1,0,2,10,2,8,0,0
,Enfield,4,0,2,0,2,20,6,13,1,0
,Epping,15,0,1,2,12,92,3,88,1,0
,Epsom,4,0,1,0,3,24,5,15,4,0
,Exeter,15,1,5,2,7,114,6,106,2,1
,Farmington,7,0,3,1,3,107,21,75,11,0
,Fitzwilliam,1,0,1,0,0,11,3,6,2,0
,Franconia,2,0,1,0,1,7,1,6,0,0
,Franklin,20,0,3,2,15,83,19,61,3,1
,Freedom,0,0,0,0,0,9,4,1,4,0
,Fremont,6,0,3,0,3,33,9,24,0,0
,Gilford,8,0,3,2,3,119,14,96,9,3
,Gilmanton,4,0,2,0,2,13,4,9,0,0
,Goffstown,24,0,6,2,16,134,12,109,13,0
,Gorham,0,0,0,0,0,55,5,49,1,0
,Grantham,2,0,0,0,2,6,2,3,1,0
,Greenland,1,0,0,0,1,15,2,13,0,0
,Hampstead,2,0,1,1,0,47,5,38,4,0
,Hampton,34,0,6,3,25,159,13,139,7,0
,Hampton Falls,8,0,6,0,2,22,4,16,2,0
,Hancock,2,0,0,0,2,6,0,6,0,0
,Hanover,8,0,5,0,3,96,10,86,0,1
,Haverhill,14,0,4,0,10,89,3,84,2,0
,Henniker,6,0,3,0,3,25,5,19,1,0
,Hillsborough,18,1,5,2,10,77,9,62,6,0
,Hinsdale,11,0,1,0,10,111,14,92,5,1
,Holderness,2,0,0,1,1,24,1,22,1,0
,Hollis,0,0,0,0,0,40,2,35,3,1
,Hooksett,18,1,3,2,12,207,17,187,3,2
,Hopkinton,0,0,0,0,0,31,2,25,4,0
,Hudson,25,0,3,3,19,246,27,203,16,1
,Jackson,1,0,0,0,1,8,4,4,0,0
,Jaffrey,16,0,2,0,14,37,7,29,1,0
,Keene,46,0,13,9,24,560,38,511,11,1
,Kensington,1,0,1,0,0,3,1,2,0,0
,Kingston,5,0,0,1,4,19,4,14,1,1
,Laconia,40,0,11,11,18,554,75,436,43,1
,Lancaster,8,0,3,0,5,37,4,28,5,1
,Lebanon,22,0,8,2,12,236,19,205,12,1
,Lee,3,0,0,0,3,19,4,15,0,0
,Lincoln,4,0,2,0,2,42,5,35,2,0
,Lisbon,1,0,1,0,0,14,2,11,1,2
,Litchfield,6,0,0,0,6,56,8,48,0,1
,Littleton,7,0,4,1,2,140,19,110,11,0
,Londonderry,39,0,11,3,25,194,22,157,15,3
,Loudon,3,0,0,0,3,38,6,29,3,0
,Lyndeborough,0,0,0,0,0,9,0,8,1,0
,Madbury,0,0,0,0,0,7,0,7,0,0
,Madison,0,0,0,0,0,11,2,8,1,1
,Manchester,661,4,65,144,448,"2,878",333,"2,382",163,21
,Marlborough,0,0,0,0,0,12,4,8,0,0
,Mason,0,0,0,0,0,4,2,2,0,0
,Meredith,15,0,4,0,11,88,22,63,3,2
,Merrimack,6,0,0,1,5,148,12,130,6,0
,Middleton,1,0,0,0,1,13,1,11,1,0
,Milford,8,0,3,0,5,94,6,83,5,1
,Milton,5,0,2,0,3,53,12,35,6,1
,Mont Vernon,3,0,1,0,2,7,1,6,0,1
,Moultonborough,1,0,0,0,1,24,0,22,2,0
,Nashua,124,1,57,19,47,"1,144",85,991,68,15
,New Boston,3,0,1,0,2,15,3,11,1,0
,Newbury,1,0,1,0,0,15,2,11,2,0
,New Castle,0,0,0,0,0,2,0,1,1,0
,New Durham,6,0,1,0,5,45,5,30,10,0
,Newfields,1,0,1,0,0,3,0,3,0,0
,New Hampton,2,0,0,0,2,21,6,14,1,0
,Newington,2,0,0,0,2,106,1,103,2,0
,New Ipswich,7,0,3,0,4,31,12,17,2,1
,New London,1,0,0,0,1,29,3,23,3,0
,Newmarket,15,0,5,0,10,48,10,37,1,1
,Newport,12,0,5,2,5,100,9,84,7,0
,Newton,3,0,2,0,1,19,2,15,2,0
,Northfield,12,0,2,1,9,48,10,35,3,0
,North Hampton,4,0,2,0,2,47,6,38,3,0
,Northumberland,3,0,1,0,2,23,1,22,0,1
,Northwood,2,0,0,0,2,31,7,21,3,1
,Nottingham,5,0,3,0,2,10,1,8,1,0
,Ossipee,8,0,2,0,6,59,11,46,2,0
,Pelham,13,0,6,0,7,96,32,62,2,0
,Pembroke,21,0,8,0,13,68,8,55,5,0
,Peterborough,5,0,2,0,3,77,9,63,5,0
,Pittsburg,0,0,0,0,0,3,2,1,0,0
,Pittsfield,7,0,0,0,7,18,2,15,1,0
,Plaistow,7,0,0,5,2,178,6,168,4,0
,Plymouth,12,0,2,1,9,103,6,92,5,1
,Portsmouth,36,0,9,3,24,341,22,302,17,3
,Raymond,10,0,4,0,6,54,5,46,3,0
,Rindge,5,0,1,2,2,67,10,55,2,6
,Rochester,117,1,12,15,89,902,82,775,45,0
,Rollinsford,1,0,1,0,0,20,1,18,1,0
,Rye,5,0,1,0,4,28,1,26,1,0
,Salem,30,0,6,13,11,475,20,443,12,0
,Sanbornton,5,0,1,1,3,22,6,16,0,0
,Sandown,2,0,0,0,2,21,1,18,2,0
,Sandwich,2,0,0,0,2,14,6,8,0,0
,Seabrook,16,1,0,4,11,155,11,136,8,0
,Somersworth,30,0,8,8,14,319,21,283,15,2
,South Hampton,1,0,0,0,1,2,1,1,0,0
,Springfield,0,0,0,0,0,0,0,0,0,0
,Strafford,0,0,0,0,0,11,3,6,2,0
,Stratham,5,0,1,1,3,35,4,29,2,0
,Sugar Hill,0,0,0,0,0,0,0,0,0,0
,Sunapee,1,0,0,0,1,15,0,15,0,0
,Tamworth,3,0,2,0,1,19,2,17,0,1
,Thornton,1,0,0,0,1,15,1,14,0,0
,Tilton,9,0,1,1,7,186,16,161,9,0
,Troy,1,0,0,0,1,23,3,18,2,0
,Tuftonboro,2,0,1,0,1,18,1,15,2,0
,Wakefield,10,0,4,0,6,53,8,40,5,0
,Warner,1,0,1,0,0,27,2,21,4,0
,Washington,1,0,0,0,1,8,1,7,0,0
,Waterville Valley,0,0,0,0,0,19,2,16,1,0
,Weare,3,0,1,1,1,33,10,19,4,0
,Webster,1,0,0,0,1,14,4,9,1,0
,Whitefield,1,0,0,0,1,12,2,10,0,1
,Wilton,2,0,1,0,1,28,4,23,1,0
,Winchester,3,0,0,0,3,44,6,37,1,0
,Windham,5,0,1,2,2,52,8,40,4,1
,Wolfeboro,15,2,8,0,5,43,5,37,1,0
,Woodstock,2,0,1,0,1,13,4,8,1,0
NEW JERSEY,Aberdeen Township,11,0,2,2,7,163,18,137,8,0
,Absecon,17,1,1,5,10,181,16,159,6,0
,Allendale,3,0,1,0,2,30,4,23,3,0
,Allenhurst,0,0,0,0,0,7,0,4,3,0
,Allentown,0,0,0,0,0,5,1,4,0,0
,Alpha,1,0,1,0,0,38,6,32,0,0
,Alpine,1,0,1,0,0,24,4,11,9,0
,Andover Township,2,0,0,0,2,14,4,9,1,0
,Asbury Park,174,3,10,54,107,653,101,538,14,1
,Atlantic City,276,7,11,131,127,"1,181",116,994,71,1
,Atlantic Highlands,1,0,0,0,1,40,2,38,0,0
,Audubon,0,0,0,0,0,296,28,262,6,0
,Audubon Park,4,0,0,0,4,11,4,6,1,0
,Avalon,2,0,0,0,2,138,7,130,1,0
,Avon-by-the-Sea,1,0,0,0,1,31,3,26,2,0
,Barnegat Light,0,0,0,0,0,12,1,11,0,0
,Barnegat Township,13,0,5,1,7,120,25,92,3,0
,Barrington,5,0,0,0,5,113,16,94,3,1
,Bay Head,0,0,0,0,0,17,3,13,1,0
,Bayonne,114,0,12,47,55,773,97,587,89,3
,Beach Haven,0,0,0,0,0,118,3,114,1,0
,Beachwood,6,0,1,5,0,130,19,111,0,0
,Bedminster Township,1,0,0,1,0,34,5,26,3,0
,Belleville,62,0,1,17,44,589,87,414,88,0
,Bellmawr,8,0,0,1,7,158,28,122,8,0
,Belmar,6,0,3,2,1,83,16,63,4,0
,Belvidere,1,0,0,0,1,47,18,27,2,0
,Bergenfield,1,0,0,1,0,76,12,60,4,0
,Berkeley Heights Township,4,0,1,0,3,60,14,38,8,0
,Berkeley Township,25,0,6,6,13,378,68,300,10,0
,Berlin,13,0,2,0,11,123,12,103,8,1
,Berlin Township,4,0,1,1,2,163,15,144,4,1
,Bernards Township,2,0,0,1,1,87,13,66,8,0
,Bernardsville,1,0,0,0,1,39,2,36,1,0
,Beverly,7,0,1,0,6,44,20,22,2,0
,Blairstown Township,3,0,0,0,3,30,16,13,1,0
,Bloomfield,50,2,1,19,28,647,71,488,88,1
,Bloomingdale,1,0,0,0,1,37,6,30,1,0
,Bogota,2,1,0,1,0,45,8,34,3,0
,Boonton,7,0,1,2,4,94,11,79,4,0
,Boonton Township,2,0,1,1,0,24,3,20,1,0
,Bordentown City,3,0,0,2,1,23,7,11,5,0
,Bordentown Township,14,0,3,3,8,99,15,72,12,0
,Bound Brook,13,0,2,9,2,114,33,75,6,0
,Bradley Beach,1,0,1,0,0,55,2,53,0,0
,Branchburg Township,4,0,2,0,2,80,5,70,5,0
,Brick Township,65,0,12,8,45,904,113,768,23,4
,Bridgeton,203,5,12,107,79,720,163,510,47,2
,Bridgewater Township,16,0,0,9,7,331,53,265,13,0
,Brielle,0,0,0,0,0,23,4,14,5,0
,Brigantine,1,0,0,0,1,129,23,105,1,0
,Brooklawn,16,0,3,6,7,132,8,116,8,0
,Buena,5,0,0,1,4,72,13,58,1,0
,Burlington City,37,1,1,10,25,211,60,139,12,0
,Burlington Township,35,0,7,10,18,274,45,218,11,0
,Butler,0,0,0,0,0,50,11,37,2,0
,Byram Township,3,0,1,0,2,45,4,40,1,0
,Caldwell,5,0,2,0,3,49,16,31,2,0
,Califon,0,0,0,0,0,0,0,0,0,0
,Camden County Police Department,"1,198",23,64,355,756,"2,219",458,"1,242",519,40
,Cape May,4,0,1,0,3,72,8,62,2,0
,Cape May Point,0,0,0,0,0,2,1,1,0,0
,Carlstadt,6,0,0,2,4,87,5,79,3,0
,Carney's Point Township,16,0,4,7,5,86,23,60,3,1
,Carteret,45,1,4,15,25,295,35,236,24,2
,Cedar Grove Township,4,0,0,2,2,86,17,63,6,0
,Chatham,0,0,0,0,0,39,5,30,4,0
,Chatham Township,0,0,0,0,0,33,2,26,5,0
,Cherry Hill Township,92,0,0,57,35,"2,026",148,"1,839",39,1
,Chesilhurst,3,0,0,0,3,47,22,19,6,1
,Chester,0,0,0,0,0,6,0,6,0,0
,Chesterfield Township,0,0,0,0,0,14,0,13,1,0
,Chester Township,0,0,0,0,0,22,5,14,3,0
,Cinnaminson Township,14,0,3,3,8,286,42,237,7,0
,Clark Township,4,0,0,2,2,227,7,213,7,0
,Clayton,10,0,1,3,6,70,7,58,5,0
,Clementon,11,0,0,8,3,139,45,87,7,0
,Cliffside Park,15,0,5,4,6,150,17,121,12,0
,Clifton,97,1,3,43,50,"1,354",162,"1,096",96,1
,Clinton,1,0,0,0,1,13,5,7,1,0
,Clinton Township,1,0,1,0,0,50,15,34,1,0
,Closter,1,0,0,0,1,58,1,49,8,0
,Collingswood,30,0,3,13,14,279,51,200,28,2
,Colts Neck Township,8,5,0,1,2,51,8,29,14,1
,Cranbury Township,0,0,0,0,0,37,1,35,1,0
,Cranford Township,7,0,0,2,5,145,7,131,7,0
,Cresskill,1,0,0,0,1,47,11,25,11,0
,Deal,2,0,0,0,2,23,2,12,9,0
,Delanco Township,5,0,3,2,0,47,12,32,3,0
,Delaware Township,1,0,0,0,1,14,2,9,3,0
,Delran Township,8,0,3,2,3,176,26,143,7,0
,Demarest,0,0,0,0,0,21,2,10,9,0
,Denville Township,2,0,1,1,0,90,7,77,6,1
,Deptford Township,47,2,8,22,15,"1,153",163,954,36,0
,Dover,26,0,1,10,15,187,32,141,14,1
,Dumont,5,0,0,2,3,49,6,43,0,0
,Dunellen,3,0,0,1,2,97,14,82,1,0
,Eastampton Township,6,0,1,2,3,59,13,42,4,0
,East Brunswick Township,32,0,4,8,20,632,70,553,9,0
,East Greenwich Township,4,0,0,0,4,68,12,50,6,0
,East Hanover Township,2,0,0,0,2,106,16,83,7,0
,East Newark,1,0,0,1,0,44,4,30,10,0
,East Orange,333,6,21,133,173,904,168,522,214,9
,East Rutherford,14,0,3,3,8,148,15,123,10,0
,East Windsor Township,18,0,5,8,5,171,7,160,4,1
,Eatontown,30,0,10,8,12,277,17,255,5,0
,Edgewater,13,0,0,3,10,137,3,127,7,0
,Edgewater Park Township,15,1,3,5,6,126,31,75,20,0
,Edison Township,120,2,8,44,66,"1,147",166,899,82,4
,Egg Harbor City,9,0,0,4,5,122,35,85,2,0
,Egg Harbor Township,62,1,4,10,47,902,114,765,23,5
,Elizabeth,897,3,43,386,465,"4,002",602,"2,655",745,7
,Elk Township,1,0,0,0,1,34,7,26,1,1
,Elmer,0,0,0,0,0,4,0,4,0,0
,Elmwood Park,33,0,0,14,19,342,37,284,21,0
,Elsinboro Township,0,0,0,0,0,9,3,5,1,1
,Emerson,2,0,0,0,2,36,2,32,2,0
,Englewood,85,0,6,19,60,281,45,215,21,0
,Englewood Cliffs,1,0,0,0,1,62,17,38,7,0
,Englishtown,6,0,2,0,4,20,2,15,3,0
,Essex Fells,0,0,0,0,0,15,0,11,4,0
,Evesham Township,34,0,0,11,23,506,53,445,8,1
,Ewing Township,69,0,13,18,38,685,113,511,61,3
,"Fairfield Township, Essex County",7,0,0,2,5,176,9,149,18,1
,Fair Haven,1,0,0,0,1,23,1,19,3,0
,Fair Lawn,19,2,0,4,13,304,39,255,10,0
,Fairview,35,0,0,25,10,144,29,109,6,0
,Fanwood,1,0,0,1,0,32,7,25,0,0
,Far Hills,1,0,1,0,0,6,1,4,1,0
,Fieldsboro,1,0,0,0,1,11,3,6,2,0
,Flemington,4,0,1,2,1,64,10,50,4,0
,Florence Township,13,0,3,2,8,89,30,55,4,0
,Florham Park,3,0,0,2,1,65,8,53,4,0
,Fort Lee,22,0,3,6,13,271,32,220,19,1
,Franklin,5,1,3,0,1,37,1,36,0,0
,Franklin Lakes,1,0,0,1,0,59,7,46,6,0
,"Franklin Township, Gloucester County",9,0,0,3,6,236,52,171,13,6
,"Franklin Township, Hunterdon County",0,0,0,0,0,30,3,27,0,0
,"Franklin Township, Somerset County",48,1,12,17,18,670,114,504,52,1
,Freehold Borough,16,0,1,7,8,129,41,81,7,0
,Freehold Township,41,2,5,9,25,451,26,410,15,0
,Frenchtown,1,0,0,0,1,0,0,0,0,0
,Galloway Township,73,0,2,8,63,399,90,295,14,1
,Garfield,79,0,11,27,41,585,61,480,44,1
,Garwood,1,0,0,0,1,32,5,26,1,0
,Gibbsboro,4,0,0,1,3,28,12,16,0,0
,Glassboro,38,0,3,10,25,327,69,250,8,3
